label,composite,req_m,req_s,req_n,req_x,realized_mean,realized_std,realized_min,realized_max
walking,walking|m1|s2|n1|x2,1,2,1,2,0.2554505846341345,0.9946363885248384,-1.9048432620552862,2.064115042465219
walking,walking|m2|s1|n2|x1,2,1,2,1,5.81247292000686,6.021024406936484,-8.4871795837996,18.519125323172155
walking,walking|m0|s3|n1|x2,0,3,1,2,0.04571837384959297,0.4007053844326887,-0.8777638854056924,0.817823010092835
walking,walking|m3|s3|n0|x3,3,3,0,3,-0.1825559395610679,0.2902171123042882,-0.7115380022941169,0.4020498722471816
walking,walking|m0|s1|n1|x0,0,1,1,0,-3.2233564458474846,1.0637873272430862,-5.279929560596635,-0.2474753222655964
walking,walking|m2|s0|n3|x0,2,0,3,0,0.3376139251796571,0.5526915959904214,-0.7161479113371791,0.9748143328884109
walking,walking|m0|s2|n1|x2,0,2,1,2,-1.6517615010378766,1.6288361004148497,-4.523499367593015,2.0638907586414037
walking,walking|m1|s0|n3|x0,1,0,3,0,-0.4028209359184656,0.501601678540543,-1.4879371945506616,0.5843128327170481
walking,walking|m1|s0|n3|x0,1,0,3,0,-0.20717009382174684,0.5761852548582225,-1.4564351053407638,0.9529627972564952
walking,walking|m1|s0|n2|x1,1,0,2,1,-0.641482174384784,0.9014304811762258,-2.487977971774447,1.2791474025404708
walking,walking|m3|s3|n0|x3,3,3,0,3,0.08394696175348543,0.6721055290865453,-0.9668894288181197,1.4503934145315678
walking,walking|m2|s1|n2|x1,2,1,2,1,24.014970392116652,34.97672265724206,-48.599108400273956,62.053346397876744
walking,walking|m0|s2|n2|x1,0,2,2,1,-0.5323696575464324,1.1433112579790103,-2.1286003105421156,2.372771504899752
walking,walking|m1|s2|n1|x2,1,2,1,2,0.5806815602796302,1.3988748767380332,-2.106826879518305,3.106640326604442
walking,walking|m0|s2|n0|x2,0,2,0,2,-1.3701928001271184,0.7674402758562803,-2.960038328982598,0.33546489674739444
walking,walking|m0|s2|n2|x1,0,2,2,1,-0.05824798438052118,0.49443574738491886,-1.0362644995851578,0.8889455232529231
walking,walking|m0|s2|n1|x2,0,2,1,2,0.27368315050888453,0.25471737875476297,-0.4531174554591681,0.6396862824880578
walking,walking|m2|s1|n2|x1,2,1,2,1,-0.3190361536851523,0.8019614900364405,-1.4770466751573212,1.3638337315793114
walking,walking|m1|s0|n2|x0,1,0,2,0,0.14815490081049887,0.6114604115469736,-0.9542124310628561,1.6562564505166333
walking,walking|m3|s3|n0|x3,3,3,0,3,0.3342582155696636,0.12647831023902695,0.09295283740616353,0.5960539187249392
walking,walking|m1|s2|n1|x2,1,2,1,2,0.09211922486494697,1.8296537861299575,-2.6559248294758926,4.573788163057316
walking,walking|m0|s2|n2|x1,0,2,2,1,-2.614765983625849,1.2997917401310999,-5.447447427295848,-0.15305106121495418
walking,walking|m3|s3|n0|x3,3,3,0,3,-0.24797853668258105,0.24628697773519317,-0.6367988044345991,0.5287335014187231
walking,walking|m0|s2|n1|x2,0,2,1,2,0.2629671754967661,1.6142569505466409,-3.8560611609976174,2.3964516596712824
walking,walking|m1|s0|n2|x1,1,0,2,1,0.41661435593037016,0.3360999609846026,-0.6497024902534869,0.984626995827279
walking,walking|m1|s0|n2|x0,1,0,2,0,-3.1459946220059214,3.551861249410982,-9.618140053112024,3.3169081232994104
walking,walking|m0|s0|n3|x0,0,0,3,0,-18.618871224652956,7.482761344814296,-33.52416444376696,2.254628113967006
walking,walking|m0|s2|n2|x1,0,2,2,1,0.15097120755246252,0.9975490594698113,-1.8501848795219586,2.0427743209824962
walking,walking|m2|s0|n2|x0,2,0,2,0,0.24814229457324638,0.8712158160749439,-1.2774468296807622,2.233236215005104
walking,walking|m3|s3|n0|x3,3,3,0,3,-3.1271096041074755,1.679070966299764,-6.186838709844614,1.2667534099455242
walking,walking|m2|s1|n2|x1,2,1,2,1,2.157608126264043,2.0630974598005865,-2.3619736455239075,4.724051979951129
walking,walking|m3|s2|n3|x3,3,2,3,3,7.493570629592612,7.067522759240571,-11.086686663804073,19.006478106643687
walking,walking|m1|s0|n2|x0,1,0,2,0,0.24215246552966194,1.3782991716940571,-2.6662484869547667,2.7273317230437053
running,running|m0|s1|n1|x0,0,1,1,0,-0.04607852268191084,0.6140645490014583,-1.2452209122825082,1.2474419292257002
running,running|m3|s3|n2|x3,3,3,2,3,-12.765689100186428,29.609230442380344,-58.496757438558674,60.96935915845614
running,running|m1|s0|n3|x0,1,0,3,0,0.04384124944304355,0.3810539756684778,-0.7101284764559763,0.777947651327715
running,running|m3|s2|n2|x2,3,2,2,2,7.209868669340415,8.44256397396699,-10.542286253919013,16.74937243544088
running,running|m2|s1|n0|x2,2,1,0,2,-2.2686001845170987,1.0726299598714273,-4.366541448101393,0.35326134393179914
running,running|m0|s1|n1|x0,0,1,1,0,-0.05996223765476304,0.6819461491036038,-1.1919432187293195,1.5955233178984674
running,running|m0|s1|n1|x0,0,1,1,0,0.02425524528123514,0.13559572689997368,-0.2452338229229481,0.30170256000116696
running,running|m3|s2|n2|x3,3,2,2,3,1.2986702055636015,0.9512047803636258,-1.4102083106177217,2.8355193056492976
running,running|m3|s2|n2|x3,3,2,2,3,-1.000214879083904,86.28096560312132,-180.336528687625,161.85769181220866
running,running|m0|s0|n1|x0,0,0,1,0,1.478979459791212,0.9039694989727778,-0.6627809558606256,3.095855537270989
running,running|m2|s2|n0|x2,2,2,0,2,-1.3115024508099429,0.918074924878616,-2.525226279628782,1.194210931147818
running,running|m1|s1|n1|x0,1,1,1,0,0.18784999145852144,0.48190640562170833,-0.961238325233796,1.1200774689176574
running,running|m2|s1|n0|x2,2,1,0,2,-0.4543076663194768,0.574211888884498,-1.681116846079245,0.6005851302534634
running,running|m2|s0|n3|x1,2,0,3,1,1480.442988716329,1373.4691172346097,-2416.9925307273897,3217.6173350847894
running,running|m0|s0|n1|x0,0,0,1,0,-140.29100986673137,327.3773700776804,-645.3625633098359,670.0811360739916
running,running|m1|s0|n3|x0,1,0,3,0,589.8901930182609,866.1971109803546,-1201.7822713033725,1528.4422776237925
running,running|m3|s2|n2|x3,3,2,2,3,3.28089413074849,2.2818462632754897,-2.2128198262441137,6.48666619646961
running,running|m2|s2|n2|x2,2,2,2,2,0.5621162980919243,2.320267451448596,-4.271985569366798,3.539159619993324
running,running|m0|s0|n1|x0,0,0,1,0,1.2037869754723771,0.6147243937866624,-0.5499337798202053,2.1171684418123857
running,running|m2|s2|n2|x2,2,2,2,2,-0.23950819387120362,0.3805290216733189,-1.1821891692716906,0.6027528986543846
running,running|m1|s0|n3|x0,1,0,3,0,-0.5057874592094523,0.4067219802867283,-1.4938256551398177,0.22303743009927976
running,running|m2|s0|n3|x1,2,0,3,1,-0.053366699848794684,1.062198456022542,-2.620556590155175,1.5779382727149702
running,running|m1|s3|n0|x3,1,3,0,3,-0.31293821911864156,0.8033139311583863,-1.9079380741245808,1.6228840222043555
running,running|m2|s0|n3|x1,2,0,3,1,0.14517343742360803,0.44158138611681524,-0.8812534795149902,0.8128048864364039
running,running|m3|s2|n2|x3,3,2,2,3,0.9312274881920051,0.8802158344180883,-0.8496503232251862,1.9290330193794314
running,running|m1|s0|n3|x1,1,0,3,1,-1.2506813514208166,1.5199646265067595,-4.05317502705541,2.081307889719351
running,running|m2|s2|n0|x2,2,2,0,2,-1.0987644788358784,1.5283909753665832,-2.9194742912920146,2.1245331515710455
running,running|m3|s2|n2|x2,3,2,2,2,-0.4195748080122189,0.26960937764608606,-0.8712243748748059,0.15993981297011123
running,running|m0|s1|n1|x0,0,1,1,0,63.06590027268962,145.96133180567645,-298.3355360521517,288.3321858602715
running,running|m2|s2|n0|x2,2,2,0,2,21.469456702106065,20.918416406637853,-28.730479838534116,61.95806686862954
running,running|m1|s3|n0|x3,1,3,0,3,0.37014815316376326,0.42321901235448056,-0.5227000011699575,1.2490555322199617
running,running|m0|s1|n1|x0,0,1,1,0,-0.6630925273985342,0.7635711711246801,-1.7219515048847016,1.0172798888196728
running,running|m1|s0|n3|x0,1,0,3,0,-0.12229298818678917,0.2613164564120145,-0.531958928643171,0.6627286494583385
running,running|m0|s1|n1|x1,0,1,1,1,0.20828573210208645,0.8107865542036302,-1.1562400468272922,2.064804738888451
running,running|m2|s3|n0|x2,2,3,0,2,0.2765608464170125,0.869223819581718,-1.6039587343501844,1.6428487538513643
running,running|m2|s3|n0|x2,2,3,0,2,2061.0728855664765,3023.774758494525,-4198.333260977685,5341.6262020382
running,running|m1|s0|n3|x1,1,0,3,1,-0.4930601225340764,0.47541502743713016,-1.4164913625451365,0.49575571784246014
running,running|m0|s1|n1|x1,0,1,1,1,-1.2172689246312383,0.7566944585944577,-2.7560766549869187,0.49941884941733194
running,running|m2|s0|n3|x1,2,0,3,1,0.11824893153838545,0.9448043003855141,-1.948340151577473,1.9099452026338375
running,running|m2|s2|n0|x2,2,2,0,2,0.1498813225216712,1.064313331901171,-2.1478068630295044,2.525985681972836
running,running|m2|s0|n2|x1,2,0,2,1,0.942905396013064,0.5474178478597086,-0.7253276992954847,1.8084373812040122
running,running|m3|s2|n2|x1,3,2,2,1,5.892347331666979,3.1202526184022283,-2.628702570517877,11.230545011150765
running,running|m0|s1|n1|x0,0,1,1,0,0.3402345956828654,0.46448662533486096,-0.7010671018877844,1.3998362417841093
running,running|m0|s1|n1|x0,0,1,1,0,8.781844328175106,13.323529941599844,-18.382866874086915,22.2801458127477
running,running|m1|s1|n1|x0,1,1,1,0,-0.587061407697425,0.617191818376107,-1.461379585086289,0.8928437748887317
running,running|m1|s1|n1|x0,1,1,1,0,-0.17504315371467224,1.4727659505543902,-2.2899398399581723,3.2343491238788142
running,running|m2|s0|n3|x1,2,0,3,1,-13.588921584817477,6.801795776464656,-25.363911359810196,5.177552707127612
running,running|m2|s2|n0|x2,2,2,0,2,-0.09960703515061557,0.4261658168406678,-1.014851996066004,0.9515976226974697
running,running|m3|s3|n2|x3,3,3,2,3,1.1770186398960956,0.7719823709332718,-0.9275043870354134,2.1224442354088886
running,running|m1|s0|n3|x0,1,0,3,0,-0.7005050381702647,1.6206241119173292,-3.4212879402320895,3.728452403836809
running,running|m3|s2|n2|x1,3,2,2,1,-0.051749227705261636,0.5927041113552372,-1.3868581570545895,1.2487673828016033
running,running|m2|s2|n0|x2,2,2,0,2,-0.6695758089253003,0.9182334282017104,-2.4963314449255996,1.423424458200627
running,running|m1|s3|n0|x3,1,3,0,3,166.3010587353595,244.3744578736881,-339.2652605102776,431.2456999181053
running,running|m2|s3|n0|x2,2,3,0,2,0.0012762510262982888,0.11541457144755239,-0.1814595845716362,0.30827715987858734
running,running|m2|s0|n3|x1,2,0,3,1,-0.08673336876627707,0.393191559616112,-0.7253740016842364,1.0134871932439908
running,running|m1|s0|n3|x1,1,0,3,1,-0.35990004518946184,0.7138131628146449,-1.311270805312221,1.0327870900905252
running,running|m1|s0|n3|x0,1,0,3,0,-1.1646234498545796,0.9268648814887814,-2.531061280394663,0.9823097025485926
running,running|m3|s2|n2|x2,3,2,2,2,149.6391407857527,215.6571002743336,-297.4306100738363,383.93908321224285
running,running|m1|s0|n3|x0,1,0,3,0,-0.3133677136295994,0.7134889050614863,-1.086467693290846,1.140240931193985
running,running|m2|s2|n2|x2,2,2,2,2,127.91961915882605,187.11387583913873,-259.27834241686725,331.08228571958654
running,running|m3|s3|n2|x3,3,3,2,3,2.4307516345610347,1.2071350603569837,-1.246971611339668,4.008665453415318
running,running|m3|s2|n2|x3,3,2,2,3,-1.3143507440413866,0.4755632460885296,-2.155236655477055,-0.3922571044801717
running,running|m0|s1|n1|x0,0,1,1,0,0.3291713887899723,1.5114986813785465,-3.7706948030398295,2.4409143088904526
running,running|m0|s1|n1|x0,0,1,1,0,2.2936900586071842,1.8166115422756826,-2.9212708723105028,4.937264509798238
running,running|m3|s2|n2|x3,3,2,2,3,-0.747773106064758,1.7576271459620278,-3.479078940790808,3.6460044184683484
running,running|m1|s1|n1|x0,1,1,1,0,0.4755123044431663,0.7742372986649767,-1.3751697979910609,1.7114640775929058
running,running|m1|s0|n3|x0,1,0,3,0,0.4908213490445212,3.0461981948014945,-6.952799685367197,6.036636143109658
running,running|m3|s2|n3|x3,3,2,3,3,-0.7904077541992659,1.0176122051134708,-1.7780893588298592,1.328696876217705
running,running|m0|s3|n0|x2,0,3,0,2,0.8575452818529199,1.3746444367717567,-1.8387217629715036,2.2824165346439034
running,running|m1|s3|n0|x3,1,3,0,3,-0.6473577957205162,2.039150391280995,-3.8900323532662,4.621908892601203
running,running|m3|s2|n2|x2,3,2,2,2,-113.30422033803738,267.74378622540877,-526.343024100568,550.2742012272787
running,running|m1|s0|n3|x0,1,0,3,0,2.318931824707812,5.0632734403659,-11.28428498887409,9.826843997718205
running,running|m3|s2|n2|x1,3,2,2,1,-0.3259856521652383,0.5334326397202424,-1.5864909440812682,0.5957941621979848
running,running|m2|s0|n3|x1,2,0,3,1,-0.5167974394896635,0.9937598608410465,-2.2796107345609284,1.7395023732900436
