value_0,value_1,value_2,value_3,value_4,data
0.3957068569125817,1.4521152456087618,-0.27173109148979485,0.06093315431960607,0.709053238864823,walking|m0|s2|n1|x1
0.1420027168336167,1.1960557234910696,-0.7887303217186412,0.17696117854889895,0.39244764181515795,walking|m0|s2|n1|x2
0.3055759098423979,1.037067700475889,-0.9370811139009024,0.10171599532244047,0.3448420386883419,walking|m0|s2|n2|x1
0.03912225412342708,0.69523398180302,-0.7371130410991161,0.09460290952695104,0.2768533787362535,walking|m0|s1|n2|x1
0.0452971559045934,0.40356685991571073,-0.6431274191400159,0.009534233937723423,0.3784608662271913,walking|m0|s0|n3|x0
0.003143318411392527,0.26943729815656936,-0.7168845387580374,-0.15675365208901418,0.3155958787858202,walking|m1|s0|n3|x0
-0.015053424561889196,0.35584045977014206,-0.6572090535151585,-0.13063662712511412,0.3169256970295946,walking|m1|s0|n2|x1
0.042248572825172366,0.1978014574761121,-0.49818162217480305,-0.18232675310635227,0.45906147031405864,walking|m2|s0|n2|x0
-0.1444586700388687,-0.20724867159985266,-0.5274567296887944,-0.007748657186078308,0.44420882572191717,walking|m2|s0|n3|x0
-0.17354593856004627,-0.3855338398879942,-0.4684397827369306,0.04928221562991665,0.5249998475804308,walking|m1|s0|n3|x0
-0.13291059884116382,-0.08267848847997629,-0.19969481139614403,0.28787985360095397,-4.662031410452943,walking|m3|s3|n0|x3
2.0921738240222982,-0.9384024577279788,0.2201641895264714,-0.49245688729979564,-0.11896761482391928,running|m3|s3|n2|x3
2.1415912455744803,-0.1902659374487548,-0.47454914804963977,-0.19351782752474403,-0.5789685417745883,running|m3|s3|n2|x3
1.8708953716039844,-0.6286866780713314,-0.3405740859352139,-0.14983600032225303,-0.6794247444104365,running|m3|s2|n2|x3
2.060918666978467,-0.4341558748663284,-0.14131640296041273,-0.18004893298560862,-0.5447402042112874,running|m3|s2|n3|x3
1.8979436733899497,-0.6603120641822726,0.02706655754002337,-0.26208916380426345,-0.15758564834961564,running|m3|s2|n3|x3
1.9830961563379994,-0.3050277547113744,0.06578342087080022,-0.2401311897769438,0.2187664055187941,running|m3|s2|n2|x2
1.9118295119234137,-0.5985605002425713,-0.1728656607270095,-0.29069832508037835,0.4486942668778628,running|m3|s2|n2|x2
1.7729149330713383,-0.5041585704186803,-0.5823301505920417,-0.08611980138832663,0.39111786223912054,running|m3|s2|n2|x1
1.2657927249444025,-0.6649387724710314,-0.2452678871076166,0.2950468682944787,0.3975418577488138,running|m2|s2|n2|x2
1.732183520222981,1.097100837156658,0.3278461116521623,-0.2017575127783546,1.2869204392015334,running|m2|s3|n0|x2
0.27028658313703785,-1.1301520599311068,0.7254276829456136,1.0240065806185585,1.5632674716735488,running|m1|s3|n0|x3
0.5987307866206701,2.0607710384816476,0.7304011911346829,2.2062258853820125,1.1863243935724792,running|m0|s3|n0|x2
-0.9120377460081286,0.8316190058103704,-1.3247979230004202e-05,2.7692256466710936,-0.24715429732804597,running|m0|s3|n0|x3
-1.2149364712050073,0.8933584586272146,0.32117571256023336,2.1773461192574413,-0.6718029937071964,running|m2|s3|n0|x2
-1.3297409462132985,0.3410421461613446,0.210113118336604,1.008389777604252,-0.7092605394741708,running|m2|s2|n0|x2
-1.1948075960078224,0.13153213716584586,0.17899829789078364,0.12934985224506548,-0.5373379355161874,running|m2|s1|n0|x2
-1.1248991851982153,-0.08070137708783558,0.0570599855952735,-0.41101247003078795,-0.3967458335426104,running|m2|s0|n2|x1
-1.0263248756112382,0.24465844358563713,0.17765286982626752,-0.7409906745396703,-0.29914404293052366,running|m2|s0|n3|x1
-1.0435812649240093,0.11065669934039601,0.0367671742248865,-0.8441673924272711,-0.2312146237924691,running|m2|s0|n3|x1
-1.0417390407769958,0.07776948999944668,0.0436770756678506,-0.9554675579724569,-0.18736266539332885,running|m1|s0|n3|x1
-1.0426916118998513,0.050952159652310716,0.023319081840173013,-0.8461517232688571,-0.10826512595863279,running|m1|s0|n3|x0
-0.9429227651280023,0.319859080255414,-0.08180390248150106,-0.8957684756504837,-0.12918431027707297,running|m1|s0|n3|x0
-1.04723409580047,-0.15171029843323325,-0.07586117798024886,-0.9000219060172073,-0.04487030867466218,running|m1|s0|n3|x0
-0.9582265281987691,0.2401195872190937,-0.08888670720173654,-0.8511537540324079,-0.08762474779887748,running|m0|s0|n1|x0
-1.0325599281654152,0.1794346141520464,-0.16908556065734698,-0.9302757107460624,-0.11877136665055946,running|m0|s1|n1|x0
-1.0469573725941854,0.17927691608277121,-0.08285397027073575,-1.0876080478902534,-0.06194106250186426,running|m0|s1|n1|x0
-1.1279191737833583,-0.09063744721963077,-0.24393453135960982,-1.1355368460526705,-0.1687250576322133,running|m1|s1|n1|x0
-1.030931620906989,0.3375163128711738,0.006196729259565512,-1.110184463929738,0.03325456246780159,running|m0|s1|n1|x1
-0.9397887753731134,0.45279515187609365,0.0333985463682545,-1.1379541429637117,0.24579558372340293,running|m0|s1|n1|x1
-0.9871648300481443,0.05398145026807156,-0.07684364582023848,-0.952829752141084,0.40691551054604486,running|m0|s1|n1|x0
-0.5538931585157291,-1.2247337217862433,-0.40886167807151885,5.286187812443053,-0.09950669264526943,running|m1|s3|n0|x3
