[walk] <bedroom> (22:00 - 22:00) (bedroom) (relax, read, other, study, bedroom|reading)
[put] <book> <nightstand> (23:45 - 23:50) (bedroom) (sleeping, sleep, sleep, sleep, other)
[sit] <bed> (23:50 - 23:55) (bedroom) (sleeping, sleep, sleep, sleep, other)
[grab] <cellphone> (23:55 - 00:00) (bedroom) (sleeping, sleep, sleep, sleep, other)
[put] <cellphone> <nightstand> (00:00 - 00:01) (bedroom) (sleeping, sleep, sleep, sleep, other)
[close] <curtains> (00:01 - 00:05) (bedroom) (sleeping, sleep, sleep, sleep, other)
[sit] <bed> (00:05 - 00:10) (bedroom) (sleeping, sleep, sleep, sleep, other)
[sit] <bed> (00:10 - 06:00) (bedroom) (sleeping, sleep, sleep, sleep, other)
[standup] (06:00 - 06:00) (bedroom) (sleeping, sleep, sleep, sleep, other)
[grab] <cellphone> (06:00 - 06:05) (bedroom) (sleeping, sleep, sleep, sleep, other)
[lookat] <cellphone> (06:05 - 06:10) (bedroom) (sleeping, sleep, sleep, sleep, other)
[sit] <bed> (06:10 - 06:15) (bedroom) (sleeping, sleep, sleep, sleep, other)
