[walk] <bedroom> (06:15 - 06:15) (bedroom) (other, master_bedroom_activity, wake, other, other)
[put] <waterglass> <bathroomcounter> (06:25 - 06:25) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[switchoff] <lightswitch> (06:26 - 06:26) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)

[walk] <bedroom> (06:26 - 06:26) (bedroom) (relax, meditate, other, other, other)
[walk] <bedroom> (06:26 - 06:26) (bedroom) (relax, meditate, other, other, other)
[switchon] <ceilinglamp> (06:26 - 06:26) (bedroom) (relax, meditate, other, other, other)
[walk] <rug> (06:26 - 06:27) (bedroom) (relax, meditate, other, other, other)
[grab] <pillow> (06:27 - 06:28) (bedroom) (relax, meditate, other, other, other)
[put] <> <rug> (06:28 - 06:30) (bedroom) (relax, meditate, other, other, other)
[sit] <rug> (06:30 - 06:30) (bedroom) (relax, meditate, other, other, other)
[walkforward] (06:30 - 06:30) (bedroom) (relax, meditate, other, other, other)
[] (relax, meditate, other, other, other)
[touch] <pillow> (06:34 - 06:38) (bedroom) (relax, meditate, other, other, other)
[lookat] <window> (06:38 - 06:40) (bedroom) (relax, meditate, other, other, other)
[turnleft] (06:40 - 06:40) (bedroom) (relax, meditate, other, other, other)
[standup] (06:40 - 06:42) (bedroom) (relax, meditate, other, other, other)
[walk] <rug> (06:42 - 06:44) (bedroom) (relax, meditate, other, other, other)
[sit] <rug> (06:44 - 06:44) (bedroom) (relax, meditate, other, other, other)
[touch] <ceilinglamp> (06:44 - 06:46) (bedroom) (relax, meditate, other, other, other)
[walk] <nightstand> (06:46 - 06:50) (bedroom) (relax, meditate, other, other, other)
[grab] <mug> (06:50 - 06:52) (bedroom) (relax, meditate, other, other, other)
[drink] <mug> (06:52 - 06:54) (bedroom) (relax, meditate, other, other, other)
[switchoff] <ceilinglamp> (06:54 - 06:54) (bedroom) (relax, meditate, other, other, other)

[walk] <bathroom> (06:54 - 06:54) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[walk] <bathroom> (06:54 - 06:54) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[switchon] <lightswitch> (06:54 - 06:54) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[walk] <bathtub> (06:54 - 06:55) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[touch] <faucet> (06:55 - 06:56) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[turnright] (06:56 - 06:56) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[grab] <barsoap> (06:56 - 06:57) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[touch] <barsoap> (06:57 - 06:58) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[grab] <towel> (06:58 - 07:00) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[touch] <faucet> (07:00 - 07:01) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[walkforward] (07:01 - 07:02) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[grab] <towel> (07:02 - 07:03) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[put] <towel> <towelrack> (07:03 - 07:04) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[walk] <bathroomcounter> (07:04 - 07:06) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[grab] <facecream> (07:06 - 07:07) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[put] <facecream> <bathroomcounter> (07:07 - 07:08) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[grab] <deodorant> (07:08 - 07:09) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[put] <deodorant> <bathroomcounter> (07:09 - 07:10) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[switchoff] <lightswitch> (07:10 - 07:10) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)

[walk] <kitchen> (07:10 - 07:10) (kitchen) (eat, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[walk] <kitchen> (07:10 - 07:10) (kitchen) (eat, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[open] <fridge> (07:10 - 07:10) (kitchen) (eat, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[grab] <bananas> (07:10 - 07:11) (kitchen) (eat, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[close] <fridge> (07:11 - 07:11) (kitchen) (eat, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[put] <bananas> <kitchencounter> (07:11 - 07:12) (kitchen) (eat, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[grab] <waterglass> (07:14 - 07:14) (kitchen) (eat, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[open] <kitchencabinet> (07:14 - 07:14) (kitchen) (eat, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[grab] <cereal> (07:14 - 07:15) (kitchen) (eat, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[close] <kitchencabinet> (07:15 - 07:15) (kitchen) (eat, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[put] <cereal> <kitchencounter> (07:15 - 07:16) (kitchen) (eat, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[grab] <dishbowl> (07:18 - 07:18) (kitchen) (eat, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[put] <cereal> <dishbowl> (07:18 - 07:19) (kitchen) (eat, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[grab] <waterglass> (07:19 - 07:20) (kitchen) (eat, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[drink] <waterglass> (07:20 - 07:21) (kitchen) (eat, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[put] <waterglass> <kitchencounter> (07:21 - 07:21) (kitchen) (eat, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[open] <kitchencabinet> (07:22 - 07:22) (kitchen) (eat, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[put] <dishbowl> <kitchentable> (07:22 - 07:23) (kitchen) (eat, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[grab] <chocolatesyrup> (07:23 - 07:24) (kitchen) (eat, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[put] <chocolatesyrup> <dishbowl> (07:24 - 07:25) (kitchen) (eat, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[close] <> (07:25 - 07:25) (kitchen) (eat, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[switchon] <> (07:26 - 07:26) (kitchen) (eat, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[standup] (07:26 - 07:28) (kitchen) (eat, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[switchoff] <> (07:28 - 07:28) (kitchen) (eat, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[grab] <dishbowl> (07:28 - 07:29) (kitchen) (eat, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[put] <dishbowl> <kitchentable> (07:29 - 07:30) (kitchen) (eat, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[grab] <whippedcream> (07:30 - 07:30) (kitchen) (eat, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[put] <whippedcream> <dishbowl> (07:30 - 07:31) (kitchen) (eat, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[grab] <cutleryfork> (07:31 - 07:32) (kitchen) (eat, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[sit] <kitchentable> (07:32 - 07:33) (kitchen) (eat, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[lookat] <dishbowl> (07:33 - 07:34) (kitchen) (eat, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[grab] <waterglass> (07:34 - 07:34) (kitchen) (eat, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[drink] <waterglass> (07:34 - 07:36) (kitchen) (eat, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[put] <waterglass> <kitchencounter> (07:36 - 07:36) (kitchen) (eat, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[standup] (07:36 - 07:37) (kitchen) (eat, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[walk] <door> (07:37 - 07:38) (kitchen) (eat, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)

[walk] <bathroom> (17:38 - 17:38) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, toilet|using_the_toilet)
[walk] <bathroom> (17:38 - 17:38) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, toilet|using_the_toilet)
[open] <door> (17:38 - 17:39) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, toilet|using_the_toilet)
[sit] <toilet> (17:39 - 17:40) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, toilet|using_the_toilet)
[standup] (17:40 - 17:40) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, toilet|using_the_toilet)
[walk] <bathroomcounter> (17:40 - 17:41) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, toilet|using_the_toilet)
[grab] <towel> (17:41 - 17:41) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, toilet|using_the_toilet)
[put] <towel> <towelrack> (17:41 - 17:42) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, toilet|using_the_toilet)
[close] <door> (17:43 - 17:43) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, toilet|using_the_toilet)

[walk] <kitchen> (17:43 - 17:43) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[walk] <kitchen> (17:43 - 17:43) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[switchon] <ceilinglamp> (17:43 - 17:43) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[lookat] <kitchencounter> (17:44 - 17:44) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <salmon> (17:44 - 17:45) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <bellpepper> (17:45 - 17:45) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <salmon> <kitchencounter> (17:45 - 17:46) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <bellpepper> <kitchencounter> (17:46 - 17:47) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <fryingpan> (17:47 - 17:48) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <fryingpan> <stove> (17:48 - 17:48) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[switchon] <stove> (17:48 - 17:48) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[] (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <cutleryknife> (17:50 - 17:50) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <cutleryknife> (17:50 - 17:52) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <bellpepper> <fryingpan> (17:52 - 17:53) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <waterglass> (17:53 - 17:54) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[drink] <waterglass> (17:54 - 17:55) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <dishbowl> (17:55 - 17:55) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <salmon> <dishbowl> (17:55 - 17:56) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <condimentbottle> (17:56 - 17:57) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <condimentbottle> <dishbowl> (17:57 - 17:58) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <cutleryknife> <dishbowl> (17:58 - 18:00) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <oventray> (18:00 - 18:00) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <dishbowl> <oventray> (18:00 - 18:01) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[open] <microwave> (18:01 - 18:02) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <oventray> <microwave> (18:02 - 18:03) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[close] <microwave> (18:03 - 18:05) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[switchon] <microwave> (18:05 - 18:05) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[] (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[open] <microwave> (18:10 - 18:10) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <oventray> (18:10 - 18:11) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <oventray> <kitchentable> (18:11 - 18:12) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <plate> (18:12 - 18:13) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <oventray> <plate> (18:13 - 18:15) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <whippedcream> (18:15 - 18:15) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <whippedcream> <kitchentable> (18:15 - 18:16) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <chocolatesyrup> (18:16 - 18:17) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <chocolatesyrup> <kitchentable> (18:17 - 18:18) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <chocolatesyrup> <kitchentable> (18:18 - 18:20) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[sit] <kitchentable> (18:20 - 18:30) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[sit] <kitchentable> (18:20 - 18:30) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)

[walk] <kitchen> (18:30 - 18:30) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[walk] <kitchen> (18:30 - 18:30) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[switchon] <lightswitch> (18:30 - 18:30) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[lookat] <kitchencounter> (18:30 - 18:32) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[open] <fridge> (18:32 - 18:32) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <salmon> (18:32 - 18:33) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[close] <fridge> (18:33 - 18:33) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[put] <salmon> <kitchencounter> (18:33 - 18:34) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <fryingpan> (18:34 - 18:34) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[switchon] <stove> (18:34 - 18:35) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[put] <fryingpan> <stove> (18:35 - 18:35) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[touch] <stove> (18:35 - 18:36) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[lookat] <salmon> (18:36 - 18:36) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[put] <salmon> <fryingpan> (18:36 - 18:37) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[standup] (18:37 - 18:37) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <breadslice> (18:40 - 18:41) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <toaster> (18:41 - 18:41) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[put] <breadslice> <toaster> (18:41 - 18:42) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[switchon] <toaster> (18:42 - 18:42) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[lookat] <fryingpan> (18:42 - 18:43) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[drink] <waterglass> (18:43 - 18:45) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[put] <waterglass> <kitchencounter> (18:45 - 18:46) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <plate> (18:50 - 18:50) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[put] <salmon> <plate> (18:50 - 18:51) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <breadslice> (18:51 - 18:52) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[put] <breadslice> <plate> (18:52 - 18:52) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[lookat] <kitchentable> (18:52 - 18:53) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[put] <plate> <kitchentable> (18:53 - 18:54) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <wineglass> (18:54 - 18:55) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <chocolatesyrup> (19:00 - 19:00) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[put] <chocolatesyrup> <plate> (19:00 - 19:01) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <whippedcream> (19:01 - 19:02) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[put] <whippedcream> <plate> (19:02 - 19:03) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[sit] <kitchentable> (19:03 - 19:10) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)

[walk] <livingroom> (19:10 - 19:10) (livingroom) (work, other, other, work, living_room|computing)
[sit] <sofa> (19:10 - 19:10) (livingroom) (work, other, other, work, living_room|computing)
[grab] <computer> (19:10 - 19:15) (livingroom) (work, other, other, work, living_room|computing)
[switchon] <computer> (19:15 - 19:15) (livingroom) (work, other, other, work, living_room|computing)
[lookat] <cpuscreen> (19:15 - 19:20) (livingroom) (work, other, other, work, living_room|computing)
[grab] <folder> (19:20 - 19:30) (livingroom) (work, other, other, work, living_room|computing)
[put] <folder> <coffeetable> (19:30 - 19:30) (livingroom) (work, other, other, work, living_room|computing)
[grab] <mug> (19:30 - 19:35) (livingroom) (work, other, other, work, living_room|computing)
[drink] <mug> (19:35 - 19:40) (livingroom) (work, other, other, work, living_room|computing)
[put] <mug> <coffeetable> (19:40 - 19:41) (livingroom) (work, other, other, work, living_room|computing)
[standup] (19:42 - 19:42) (livingroom) (work, other, other, work, living_room|computing)
[walk] <desk> (19:42 - 19:43) (livingroom) (work, other, other, work, living_room|computing)
[grab] <paper> (19:43 - 19:46) (livingroom) (work, other, other, work, living_room|computing)
[put] <paper> <box> (19:46 - 19:48) (livingroom) (work, other, other, work, living_room|computing)
[walk] <sofa> (19:48 - 19:50) (livingroom) (work, other, other, work, living_room|computing)
[sit] <sofa> (19:50 - 19:50) (livingroom) (work, other, other, work, living_room|computing)
[grab] <book> (20:02 - 20:05) (livingroom) (work, other, other, work, living_room|computing)
[lookat] <book> (20:05 - 20:10) (livingroom) (work, other, other, work, living_room|computing)
[put] <book> <bookshelf> (20:10 - 20:12) (livingroom) (work, other, other, work, living_room|computing)
[walk] <chair> (20:12 - 20:15) (livingroom) (work, other, other, work, living_room|computing)
[sit] <chair> (20:15 - 20:20) (livingroom) (work, other, other, work, living_room|computing)
[grab] <remotecontrol> (20:22 - 20:25) (livingroom) (work, other, other, work, living_room|computing)
[lookat] <tv> (20:25 - 20:30) (livingroom) (work, other, other, work, living_room|computing)
[switchoff] <tv> (20:30 - 20:35) (livingroom) (work, other, other, work, living_room|computing)
[walk] <window> (20:35 - 20:40) (livingroom) (work, other, other, work, living_room|computing)
[touch] <curtains> (20:40 - 20:42) (livingroom) (work, other, other, work, living_room|computing)

[walk] <livingroom> (20:42 - 20:42) (livingroom) (work, other, other, work, living_room|computing)
[walk] <sofa> (20:42 - 20:42) (livingroom) (work, other, other, work, living_room|computing)
[sit] <sofa> (20:42 - 20:43) (livingroom) (work, other, other, work, living_room|computing)
[grab] <cellphone> (20:43 - 20:43) (livingroom) (work, other, other, work, living_room|computing)
[lookat] <cellphone> (20:43 - 20:44) (livingroom) (work, other, other, work, living_room|computing)
[grab] <computer> (20:44 - 20:44) (livingroom) (work, other, other, work, living_room|computing)
[walk] <desk> (20:44 - 20:45) (livingroom) (work, other, other, work, living_room|computing)
[sit] <desk> (20:45 - 20:46) (livingroom) (work, other, other, work, living_room|computing)
[lookat] <cpuscreen> (20:46 - 20:47) (livingroom) (work, other, other, work, living_room|computing)
[grab] <folder> (20:47 - 20:48) (livingroom) (work, other, other, work, living_room|computing)
[put] <folder> <coffeetable> (20:50 - 20:51) (livingroom) (work, other, other, work, living_room|computing)
[grab] <dishbowl> (20:51 - 20:52) (livingroom) (work, other, other, work, living_room|computing)
[walk] <sofa> (20:52 - 20:53) (livingroom) (work, other, other, work, living_room|computing)
[sit] <sofa> (20:53 - 20:54) (livingroom) (work, other, other, work, living_room|computing)
[drink] <dishbowl> (20:54 - 20:58) (livingroom) (work, other, other, work, living_room|computing)
[standup] (20:58 - 20:58) (livingroom) (work, other, other, work, living_room|computing)
[walk] <desk> (20:58 - 20:59) (livingroom) (work, other, other, work, living_room|computing)
[grab] <paper> (20:59 - 21:00) (livingroom) (work, other, other, work, living_room|computing)
[lookat] <paper> (21:00 - 21:01) (livingroom) (work, other, other, work, living_room|computing)
[put] <paper> <box> (21:01 - 21:02) (livingroom) (work, other, other, work, living_room|computing)
[switchon] <ceilinglamp> (21:10 - 21:10) (livingroom) (work, other, other, work, living_room|computing)
[sit] <chair> (21:10 - 21:12) (livingroom) (work, other, other, work, living_room|computing)
[grab] <plum> (21:12 - 21:13) (livingroom) (work, other, other, work, living_room|computing)
[drink] <mug> (21:13 - 21:16) (livingroom) (work, other, other, work, living_room|computing)
[standup] (21:16 - 21:17) (livingroom) (work, other, other, work, living_room|computing)
[walk] <window> (21:17 - 21:18) (livingroom) (work, other, other, work, living_room|computing)
[lookat] <window> (21:18 - 21:20) (livingroom) (work, other, other, work, living_room|computing)

[walk] <livingroom> (21:20 - 21:20) (livingroom) (relax, other, other, other, other)
[sit] <sofa> (21:20 - 21:20) (livingroom) (relax, other, other, other, other)
[grab] <remotecontrol> (21:20 - 21:21) (livingroom) (relax, other, other, other, other)
[lookat] <tv> (21:21 - 21:22) (livingroom) (relax, other, other, other, other)
[switchon] <tv> (21:22 - 21:22) (livingroom) (relax, other, other, other, other)
[lookat] <cpuscreen> (21:22 - 21:23) (livingroom) (relax, other, other, other, other)
[grab] <computer> (21:23 - 21:25) (livingroom) (relax, other, other, other, other)
[put] <computer> <coffeetable> (21:25 - 21:26) (livingroom) (relax, other, other, other, other)
[lookat] <tv> (21:26 - 21:30) (livingroom) (relax, other, other, other, other)
[lookat] <cpuscreen> (21:30 - 21:30) (livingroom) (relax, other, other, other, other)
[grab] <keyboard> (21:30 - 21:31) (livingroom) (relax, other, other, other, other)
[put] <keyboard> <coffeetable> (21:31 - 21:32) (livingroom) (relax, other, other, other, other)
[switchon] <computer> (21:32 - 21:33) (livingroom) (relax, other, other, other, other)
[lookat] <cpuscreen> (21:33 - 21:45) (livingroom) (relax, other, other, other, other)
[grab] <remotecontrol> (21:45 - 21:46) (livingroom) (relax, other, other, other, other)
[lookat] <tv> (21:46 - 21:48) (livingroom) (relax, other, other, other, other)
