[walk] <bedroom> (08:17 - 08:17) (bedroom) (other, master_bedroom_activity, wake, other, other)
[open] <curtains> (08:26 - 08:27) (bedroom) (relax, meditate, other, other, other)
[turnright] (08:27 - 08:27) (bedroom) (relax, meditate, other, other, other)
[sit] <rug> (08:27 - 08:28) (bedroom) (relax, meditate, other, other, other)
[touch] <pillow> (08:28 - 08:30) (bedroom) (relax, meditate, other, other, other)
[standup] (08:30 - 08:30) (bedroom) (relax, meditate, other, other, other)
[grab] <ceilinglamp> (08:30 - 08:31) (bedroom) (relax, meditate, other, other, other)
[switchon] <ceilinglamp> (08:31 - 08:31) (bedroom) (relax, meditate, other, other, other)
[walkforward] (08:31 - 08:32) (bedroom) (relax, meditate, other, other, other)
[sit] <chair> (08:32 - 08:33) (bedroom) (relax, meditate, other, other, other)
[turnleft] (08:36 - 08:36) (bedroom) (relax, meditate, other, other, other)
[grab] <book> (08:36 - 08:37) (bedroom) (relax, meditate, other, other, other)
[lookat] <window> (08:37 - 08:38) (bedroom) (relax, meditate, other, other, other)
[put] <book> <coffeetable> (08:38 - 08:39) (bedroom) (relax, meditate, other, other, other)
[grab] <cellphone> (08:39 - 08:40) (bedroom) (relax, meditate, other, other, other)
[drink] <mug> (08:44 - 08:45) (bedroom) (relax, meditate, other, other, other)
[put] <mug> <nightstand> (08:45 - 08:46) (bedroom) (relax, meditate, other, other, other)
[turnright] (08:46 - 08:46) (bedroom) (relax, meditate, other, other, other)
[walk] <closetdrawer> (08:46 - 08:47) (bedroom) (relax, meditate, other, other, other)
[grab] <clothespants> (08:47 - 08:52) (bedroom) (relax, meditate, other, other, other)
[put] <clothespants> <closet> (08:52 - 08:53) (bedroom) (relax, meditate, other, other, other)
[standup] (08:53 - 08:54) (bedroom) (relax, meditate, other, other, other)
[walk] <bed> (08:54 - 08:56) (bedroom) (relax, meditate, other, other, other)
[grab] <clothesshirt> (08:56 - 09:00) (bedroom) (relax, meditate, other, other, other)
[put] <clothesshirt> <hanger> (09:00 - 09:02) (bedroom) (relax, meditate, other, other, other)

[walk] <bathroom> (09:02 - 09:02) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[walk] <bathroom> (09:02 - 09:02) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[switchon] <lightswitch> (09:02 - 09:02) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[walk] <stall> (09:02 - 09:03) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[open] <stall> (09:03 - 09:03) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[standup] (09:06 - 09:06) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[walkforward] (09:06 - 09:06) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[turnright] (09:06 - 09:06) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[touch] <faucet> (09:06 - 09:07) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[switchon] <faucet> (09:07 - 09:07) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[standup] (09:12 - 09:12) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[grab] <barsoap> (09:12 - 09:12) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[touch] <barsoap> (09:12 - 09:13) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[standup] (09:13 - 09:13) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[put] <barsoap> <stall> (09:13 - 09:14) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[standup] (09:14 - 09:14) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[grab] <towel> (09:17 - 09:17) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[put] <towel> <towelrack> (09:17 - 09:18) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[grab] <facecream> (09:18 - 09:19) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[put] <facecream> <bathroomcounter> (09:19 - 09:19) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[standup] (09:19 - 09:20) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[grab] <deodorant> (09:20 - 09:20) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[put] <deodorant> <bathroomcounter> (09:20 - 09:21) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[walk] <bathroom> (09:21 - 09:22) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[switchoff] <lightswitch> (09:22 - 09:22) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[close] <stall> (09:23 - 09:23) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)

[walk] <kitchen> (09:23 - 09:23) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[walk] <kitchen> (09:23 - 09:23) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[switchon] <coffeemaker> (09:23 - 09:23) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[grab] <waterglass> (09:23 - 09:24) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[drink] <waterglass> (09:24 - 09:25) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[grab] <breadslice> (09:25 - 09:25) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[put] <breadslice> <kitchencounter> (09:25 - 09:25) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[grab] <bananas> (09:25 - 09:26) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[put] <bananas> <kitchencounter> (09:26 - 09:26) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[grab] <fryingpan> (09:26 - 09:27) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[put] <fryingpan> <kitchencounter> (09:27 - 09:28) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[switchon] <stove> (09:28 - 09:28) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[grab] <cereal> (09:30 - 09:31) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[put] <cereal> <kitchentable> (09:31 - 09:31) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[touch] <fryingpan> (09:31 - 09:32) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[grab] <cutleryknife> (09:32 - 09:33) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[grab] <cutleryfork> (09:33 - 09:34) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[put] <cutleryknife> <kitchentable> (09:34 - 09:35) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[put] <cutleryfork> <kitchentable> (09:35 - 09:35) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[lookat] <fryingpan> (09:35 - 09:36) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[switchoff] <stove> (09:36 - 09:36) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[grab] <whippedcream> (09:40 - 09:41) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[put] <whippedcream> <kitchentable> (09:41 - 09:41) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[grab] <chocolatesyrup> (09:41 - 09:42) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[put] <chocolatesyrup> <kitchentable> (09:42 - 09:43) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[grab] <plate> (09:43 - 09:44) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[put] <plate> <kitchentable> (09:44 - 09:45) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[lookat] <kitchencounter> (09:45 - 09:46) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[grab] <waterglass> (09:46 - 09:47) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[drink] <waterglass> (09:47 - 09:51) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[put] <waterglass> <kitchencounter> (09:51 - 09:52) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[touch] <kitchencounter> (09:52 - 09:53) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[grab] <fridge> (09:53 - 09:54) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[close] <fridge> (09:54 - 09:55) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)

[walk] <kitchen> (09:55 - 09:55) (kitchen) (eat, dining_rm_activity, breakfast, meal_preparation, living_room|eating)
[walk] <kitchen> (09:55 - 09:55) (kitchen) (eat, dining_rm_activity, breakfast, meal_preparation, living_room|eating)
[switchon] <coffeemaker> (09:55 - 09:55) (kitchen) (eat, dining_rm_activity, breakfast, meal_preparation, living_room|eating)
[drink] <waterglass> (09:55 - 10:00) (kitchen) (eat, dining_rm_activity, breakfast, meal_preparation, living_room|eating)
[grab] <waterglass> (10:00 - 10:00) (kitchen) (eat, dining_rm_activity, breakfast, meal_preparation, living_room|eating)
[drink] <waterglass> (10:00 - 10:02) (kitchen) (eat, dining_rm_activity, breakfast, meal_preparation, living_room|eating)
[put] <waterglass> <kitchencounter> (10:02 - 10:03) (kitchen) (eat, dining_rm_activity, breakfast, meal_preparation, living_room|eating)
[open] <fridge> (10:03 - 10:04) (kitchen) (eat, dining_rm_activity, breakfast, meal_preparation, living_room|eating)
[grab] <bananas> (10:04 - 10:06) (kitchen) (eat, dining_rm_activity, breakfast, meal_preparation, living_room|eating)
[sit] <kitchentable> (10:06 - 10:06) (kitchen) (eat, dining_rm_activity, breakfast, meal_preparation, living_room|eating)
[grab] <breadslice> (10:06 - 10:07) (kitchen) (eat, dining_rm_activity, breakfast, meal_preparation, living_room|eating)
[put] <bananas> <breadslice> (10:07 - 10:09) (kitchen) (eat, dining_rm_activity, breakfast, meal_preparation, living_room|eating)
[grab] <chocolatesyrup> (10:09 - 10:10) (kitchen) (eat, dining_rm_activity, breakfast, meal_preparation, living_room|eating)
[put] <chocolatesyrup> <breadslice> (10:10 - 10:12) (kitchen) (eat, dining_rm_activity, breakfast, meal_preparation, living_room|eating)
[grab] <coffeepot> (10:12 - 10:12) (kitchen) (eat, dining_rm_activity, breakfast, meal_preparation, living_room|eating)
[put] <coffeepot> <kitchentable> (10:12 - 10:13) (kitchen) (eat, dining_rm_activity, breakfast, meal_preparation, living_room|eating)
[grab] <cutleryfork> (10:13 - 10:14) (kitchen) (eat, dining_rm_activity, breakfast, meal_preparation, living_room|eating)
[grab] <plate> (10:14 - 10:15) (kitchen) (eat, dining_rm_activity, breakfast, meal_preparation, living_room|eating)
[put] <breadslice> <plate> (10:15 - 10:16) (kitchen) (eat, dining_rm_activity, breakfast, meal_preparation, living_room|eating)

[walk] <bedroom> (10:16 - 10:16) (bedroom) (work, other, other, work, living_room|computing)
[walk] <bedroom> (10:16 - 10:16) (bedroom) (work, other, other, work, living_room|computing)
[sit] <desk> (10:16 - 10:18) (bedroom) (work, other, other, work, living_room|computing)
[lookat] <computer> (10:18 - 10:20) (bedroom) (work, other, other, work, living_room|computing)
[grab] <keyboard> (10:20 - 10:22) (bedroom) (work, other, other, work, living_room|computing)
[grab] <mouse> (10:22 - 10:24) (bedroom) (work, other, other, work, living_room|computing)
[touch] <computer> (10:24 - 10:26) (bedroom) (work, other, other, work, living_room|computing)
[put] <mouse> <desk> (10:26 - 10:28) (bedroom) (work, other, other, work, living_room|computing)
[walk] <window> (10:28 - 10:30) (bedroom) (work, other, other, work, living_room|computing)
[open] <curtains> (10:30 - 10:31) (bedroom) (work, other, other, work, living_room|computing)
[lookat] <orchid> (10:31 - 10:32) (bedroom) (work, other, other, work, living_room|computing)
[walk] <desk> (10:32 - 10:36) (bedroom) (work, other, other, work, living_room|computing)
[sit] <chair> (10:36 - 10:38) (bedroom) (work, other, other, work, living_room|computing)
[grab] <folder> (10:38 - 10:40) (bedroom) (work, other, other, work, living_room|computing)
[touch] <book> (10:40 - 10:42) (bedroom) (work, other, other, work, living_room|computing)
[put] <folder> <desk> (10:42 - 10:44) (bedroom) (work, other, other, work, living_room|computing)
[grab] <mug> (10:44 - 10:48) (bedroom) (work, other, other, work, living_room|computing)
[drink] <mug> (10:48 - 10:50) (bedroom) (work, other, other, work, living_room|computing)
[put] <mug> <coffeetable> (10:50 - 10:52) (bedroom) (work, other, other, work, living_room|computing)
[lookat] <photoframe> (10:52 - 10:54) (bedroom) (work, other, other, work, living_room|computing)
[touch] <wallpictureframe> (10:54 - 11:00) (bedroom) (work, other, other, work, living_room|computing)
[standup] (11:00 - 11:01) (bedroom) (work, other, other, work, living_room|computing)
[walkforward] (11:01 - 11:02) (bedroom) (work, other, other, work, living_room|computing)
[grab] <candle> (11:02 - 11:04) (bedroom) (work, other, other, work, living_room|computing)
[put] <candle> <nightstand> (11:04 - 11:06) (bedroom) (work, other, other, work, living_room|computing)
[sit] <chair> (11:06 - 11:12) (bedroom) (work, other, other, work, living_room|computing)
[grab] <folder> (11:12 - 11:14) (bedroom) (work, other, other, work, living_room|computing)
[lookat] <desk> (11:14 - 11:16) (bedroom) (work, other, other, work, living_room|computing)
[standup] (11:16 - 11:17) (bedroom) (work, other, other, work, living_room|computing)
[walk] <bed> (11:17 - 11:20) (bedroom) (work, other, other, work, living_room|computing)
[touch] <pillow> (11:20 - 11:24) (bedroom) (work, other, other, work, living_room|computing)

[walk] <bathroom> (16:54 - 16:54) (bathroom) (bed_to_toilet, bed_to_toilet, bed_to_toilet, personal_hygiene, toilet|using_the_toilet)
[walk] <bathroom> (16:54 - 16:54) (bathroom) (bed_to_toilet, bed_to_toilet, bed_to_toilet, personal_hygiene, toilet|using_the_toilet)
[touch] <door> (16:54 - 16:54) (bathroom) (bed_to_toilet, bed_to_toilet, bed_to_toilet, personal_hygiene, toilet|using_the_toilet)
[open] <door> (16:54 - 16:54) (bathroom) (bed_to_toilet, bed_to_toilet, bed_to_toilet, personal_hygiene, toilet|using_the_toilet)
[walkforward] (16:54 - 16:55) (bathroom) (bed_to_toilet, bed_to_toilet, bed_to_toilet, personal_hygiene, toilet|using_the_toilet)
[sit] <toilet> (16:55 - 16:55) (bathroom) (bed_to_toilet, bed_to_toilet, bed_to_toilet, personal_hygiene, toilet|using_the_toilet)
[standup] (16:55 - 16:55) (bathroom) (bed_to_toilet, bed_to_toilet, bed_to_toilet, personal_hygiene, toilet|using_the_toilet)
[walkforward] (16:55 - 16:56) (bathroom) (bed_to_toilet, bed_to_toilet, bed_to_toilet, personal_hygiene, toilet|using_the_toilet)
[touch] <door> (16:56 - 16:56) (bathroom) (bed_to_toilet, bed_to_toilet, bed_to_toilet, personal_hygiene, toilet|using_the_toilet)
[close] <door> (16:56 - 16:56) (bathroom) (bed_to_toilet, bed_to_toilet, bed_to_toilet, personal_hygiene, toilet|using_the_toilet)
[walk] <bathroom> (16:56 - 16:56) (bathroom) (bed_to_toilet, bed_to_toilet, bed_to_toilet, personal_hygiene, toilet|using_the_toilet)
[grab] <towel> (16:56 - 16:57) (bathroom) (bed_to_toilet, bed_to_toilet, bed_to_toilet, personal_hygiene, toilet|using_the_toilet)
[put] <towel> <towelrack> (16:57 - 16:57) (bathroom) (bed_to_toilet, bed_to_toilet, bed_to_toilet, personal_hygiene, toilet|using_the_toilet)
[open] <door> (16:57 - 16:57) (bathroom) (bed_to_toilet, bed_to_toilet, bed_to_toilet, personal_hygiene, toilet|using_the_toilet)
[walkforward] (16:57 - 16:57) (bathroom) (bed_to_toilet, bed_to_toilet, bed_to_toilet, personal_hygiene, toilet|using_the_toilet)

[walk] <kitchen> (16:57 - 16:57) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[walk] <kitchen> (16:57 - 16:57) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[lookat] <fridge> (16:57 - 17:00) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[open] <fridge> (17:00 - 17:00) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <salmon> (17:00 - 17:02) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <bellpepper> (17:02 - 17:04) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[close] <fridge> (17:04 - 17:05) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[walk] <kitchencounter> (17:05 - 17:05) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <salmon> <kitchencounter> (17:05 - 17:06) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <bellpepper> <kitchencounter> (17:06 - 17:07) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <fryingpan> (17:07 - 17:09) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <fryingpan> <kitchencounter> (17:09 - 17:10) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[switchon] <stove> (17:10 - 17:10) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[touch] <fryingpan> (17:10 - 17:11) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <salmon> <fryingpan> (17:11 - 17:12) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <bellpepper> <fryingpan> (17:12 - 17:13) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[standup] (17:13 - 17:15) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[lookat] <fryingpan> (17:15 - 17:15) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[touch] <fryingpan> (17:15 - 17:16) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[run] <kitchencabinet> (17:16 - 17:17) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <condimentbottle> (17:17 - 17:18) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <condimentbottle> <fryingpan> (17:18 - 17:20) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[lookat] <fryingpan> (17:20 - 17:20) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[walk] <kitchentable> (17:20 - 17:21) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <plate> (17:21 - 17:22) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <plate> <kitchentable> (17:22 - 17:23) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[drink] <waterglass> (17:23 - 17:25) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[walk] <fryingpan> (17:25 - 17:25) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <fryingpan> <plate> (17:25 - 17:26) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[walk] <kitchencounter> (17:26 - 17:27) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <dishbowl> (17:27 - 17:28) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <dishbowl> <kitchentable> (17:28 - 17:30) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[lookat] <dishbowl> (17:30 - 17:30) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <washingsponge> (17:30 - 17:31) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[touch] <sink> (17:31 - 17:32) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[drink] <waterglass> (17:32 - 17:34) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <washingsponge> <sink> (17:34 - 17:35) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[sit] <kitchentable> (17:35 - 17:36) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[lookat] <dishbowl> (17:36 - 17:37) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <chocolatesyrup> (17:37 - 17:38) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <chocolatesyrup> <dishbowl> (17:38 - 17:39) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[walk] <bench> (17:39 - 18:00) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)

[walk] <kitchen> (18:00 - 18:00) (kitchen) (wash_dishes, chores, other, clean, kitchen|cleaning)
[walk] <kitchen> (18:00 - 18:00) (kitchen) (wash_dishes, chores, other, clean, kitchen|cleaning)
[lookat] <kitchencounter> (18:00 - 18:01) (kitchen) (wash_dishes, chores, other, clean, kitchen|cleaning)
[grab] <washingsponge> (18:01 - 18:02) (kitchen) (wash_dishes, chores, other, clean, kitchen|cleaning)
[grab] <dishwashingliquid> (18:02 - 18:03) (kitchen) (wash_dishes, chores, other, clean, kitchen|cleaning)
[put] <dishwashingliquid> <kitchencounter> (18:03 - 18:04) (kitchen) (wash_dishes, chores, other, clean, kitchen|cleaning)
[put] <washingsponge> <sink> (18:04 - 18:05) (kitchen) (wash_dishes, chores, other, clean, kitchen|cleaning)
[grab] <plate> (18:05 - 18:06) (kitchen) (wash_dishes, chores, other, clean, kitchen|cleaning)
[put] <plate> <sink> (18:06 - 18:07) (kitchen) (wash_dishes, chores, other, clean, kitchen|cleaning)
[grab] <fryingpan> (18:07 - 18:08) (kitchen) (wash_dishes, chores, other, clean, kitchen|cleaning)
[put] <fryingpan> <sink> (18:08 - 18:09) (kitchen) (wash_dishes, chores, other, clean, kitchen|cleaning)
[turnleft] (18:09 - 18:09) (kitchen) (wash_dishes, chores, other, clean, kitchen|cleaning)
[grab] <cutleryfork> (18:09 - 18:10) (kitchen) (wash_dishes, chores, other, clean, kitchen|cleaning)
[put] <cutleryfork> <sink> (18:10 - 18:11) (kitchen) (wash_dishes, chores, other, clean, kitchen|cleaning)
[grab] <cutleryknife> (18:11 - 18:12) (kitchen) (wash_dishes, chores, other, clean, kitchen|cleaning)
[put] <cutleryknife> <sink> (18:12 - 18:13) (kitchen) (wash_dishes, chores, other, clean, kitchen|cleaning)
[grab] <dishbowl> (18:13 - 18:14) (kitchen) (wash_dishes, chores, other, clean, kitchen|cleaning)
[put] <dishbowl> <sink> (18:14 - 18:15) (kitchen) (wash_dishes, chores, other, clean, kitchen|cleaning)
[lookat] <garbagecan> (18:15 - 18:16) (kitchen) (wash_dishes, chores, other, clean, kitchen|cleaning)
[grab] <orchid> (18:16 - 18:17) (kitchen) (wash_dishes, chores, other, clean, kitchen|cleaning)
[put] <orchid> <kitchencounter> (18:17 - 18:18) (kitchen) (wash_dishes, chores, other, clean, kitchen|cleaning)
[grab] <bananas> (18:18 - 18:19) (kitchen) (wash_dishes, chores, other, clean, kitchen|cleaning)
[put] <bananas> <kitchencounter> (18:19 - 18:20) (kitchen) (wash_dishes, chores, other, clean, kitchen|cleaning)
[open] <kitchencabinet> (18:20 - 18:21) (kitchen) (wash_dishes, chores, other, clean, kitchen|cleaning)
[grab] <condimentbottle> (18:21 - 18:22) (kitchen) (wash_dishes, chores, other, clean, kitchen|cleaning)
[put] <condimentbottle> <kitchencounter> (18:22 - 18:23) (kitchen) (wash_dishes, chores, other, clean, kitchen|cleaning)
[close] <kitchencabinet> (18:23 - 18:24) (kitchen) (wash_dishes, chores, other, clean, kitchen|cleaning)
[grab] <garbagecan> (18:24 - 18:25) (kitchen) (wash_dishes, chores, other, clean, kitchen|cleaning)
[put] <garbagecan> <kitchencounter> (18:25 - 18:26) (kitchen) (wash_dishes, chores, other, clean, kitchen|cleaning)
