[walk] <bedroom> (07:23 - 07:23) (bedroom) (other, master_bedroom_activity, wake, other, other)
[grab] <pillow> (07:34 - 07:35) (bedroom) (relax, meditate, other, other, bedroom|reading)
[put] <pillow> <bed> (07:35 - 07:36) (bedroom) (relax, meditate, other, other, bedroom|reading)
[walk] <window> (07:36 - 07:36) (bedroom) (relax, meditate, other, other, bedroom|reading)
[open] <curtains> (07:36 - 07:37) (bedroom) (relax, meditate, other, other, bedroom|reading)
[lookat] <orchid> (07:37 - 07:38) (bedroom) (relax, meditate, other, other, bedroom|reading)
[sit] <rug> (07:38 - 07:39) (bedroom) (relax, meditate, other, other, bedroom|reading)
[grab] <book> (07:39 - 07:40) (bedroom) (relax, meditate, other, other, bedroom|reading)
[lookat] <book> (07:40 - 07:41) (bedroom) (relax, meditate, other, other, bedroom|reading)
[standup] (07:41 - 07:41) (bedroom) (relax, meditate, other, other, bedroom|reading)
[walk] <chair> (07:41 - 07:42) (bedroom) (relax, meditate, other, other, bedroom|reading)
[sit] <chair> (07:42 - 07:44) (bedroom) (relax, meditate, other, other, bedroom|reading)
[standup] (07:44 - 07:44) (bedroom) (relax, meditate, other, other, bedroom|reading)
[walkforward] (07:44 - 07:45) (bedroom) (relax, meditate, other, other, bedroom|reading)
[grab] <mug> (07:45 - 07:46) (bedroom) (relax, meditate, other, other, bedroom|reading)
[drink] <mug> (07:46 - 07:48) (bedroom) (relax, meditate, other, other, bedroom|reading)
[put] <mug> <coffeetable> (07:48 - 07:49) (bedroom) (relax, meditate, other, other, bedroom|reading)
[walk] <nightstand> (07:49 - 07:50) (bedroom) (relax, meditate, other, other, bedroom|reading)
[grab] <cellphone> (07:50 - 07:51) (bedroom) (relax, meditate, other, other, bedroom|reading)
[lookat] <cellphone> (07:51 - 07:52) (bedroom) (relax, meditate, other, other, bedroom|reading)
[standup] (07:52 - 07:52) (bedroom) (relax, meditate, other, other, bedroom|reading)
[walk] <rug> (07:52 - 07:53) (bedroom) (relax, meditate, other, other, bedroom|reading)
[sit] <rug> (07:53 - 07:54) (bedroom) (relax, meditate, other, other, bedroom|reading)
[touch] <rug> (07:54 - 07:56) (bedroom) (relax, meditate, other, other, bedroom|reading)
[standup] (07:56 - 07:56) (bedroom) (relax, meditate, other, other, bedroom|reading)
[walkforward] (07:56 - 07:57) (bedroom) (relax, meditate, other, other, bedroom|reading)
[sit] <rug> (07:57 - 07:58) (bedroom) (relax, meditate, other, other, bedroom|reading)
[standup] (07:58 - 08:00) (bedroom) (relax, meditate, other, other, bedroom|reading)

[walk] <bathroom> (08:00 - 08:00) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[walk] <bathroom> (08:00 - 08:00) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[switchon] <lightswitch> (08:00 - 08:00) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[walk] <bathtub> (08:00 - 08:01) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[lookat] <towelrack> (08:01 - 08:02) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[grab] <towel> (08:02 - 08:02) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[put] <towel> <bathroomcounter> (08:02 - 08:03) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[walk] <stall> (08:03 - 08:04) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[open] <stall> (08:04 - 08:05) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[walkforward] (08:05 - 08:06) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[close] <stall> (08:08 - 08:08) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[grab] <barsoap> (08:08 - 08:09) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[lookat] <faucet> (08:09 - 08:10) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[switchon] <faucet> (08:10 - 08:11) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[touch] <barsoap> (08:11 - 08:12) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[grab] <towel> (08:12 - 08:12) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[put] <towel> <towelrack> (08:12 - 08:13) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[switchoff] <faucet> (08:13 - 08:14) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[walk] <bathroomcabinet> (08:14 - 08:15) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[grab] <deodorant> (08:15 - 08:16) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[put] <deodorant> <bathroomcounter> (08:18 - 08:19) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[lookat] <perfume> (08:19 - 08:20) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[grab] <perfume> (08:20 - 08:21) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[put] <perfume> <bathroomcounter> (08:21 - 08:22) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[switchoff] <lightswitch> (08:22 - 08:22) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)

[walk] <kitchen> (08:22 - 08:22) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[walk] <kitchen> (08:22 - 08:22) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[open] <fridge> (08:22 - 08:23) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[grab] <bananas> (08:23 - 08:23) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[close] <fridge> (08:23 - 08:24) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[put] <bananas> <kitchencounter> (08:24 - 08:24) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[grab] <breadslice> (08:24 - 08:25) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[put] <breadslice> <toaster> (08:25 - 08:25) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[switchon] <toaster> (08:25 - 08:26) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[lookat] <toaster> (08:26 - 08:26) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[grab] <coffeemaker> (08:26 - 08:28) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[switchon] <coffeemaker> (08:28 - 08:28) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[drink] <waterglass> (08:28 - 08:30) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[standup] (08:30 - 08:30) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[grab] <cutleryfork> (08:30 - 08:31) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[grab] <plate> (08:31 - 08:32) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[put] <cutleryfork> <plate> (08:32 - 08:33) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[grab] <creamybuns> (08:34 - 08:36) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[put] <creamybuns> <plate> (08:36 - 08:37) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[grab] <whippedcream> (08:37 - 08:40) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[put] <whippedcream> <plate> (08:40 - 08:42) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[sit] <kitchentable> (08:42 - 08:50) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)

[walk] <bathroom> (18:24 - 18:24) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, bathroom|using_the_toilet)
[walk] <bathroom> (18:24 - 18:24) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, bathroom|using_the_toilet)
[open] <door> (18:24 - 18:24) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, bathroom|using_the_toilet)
[walk] <stall> (18:24 - 18:25) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, bathroom|using_the_toilet)
[sit] <toilet> (18:25 - 18:25) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, bathroom|using_the_toilet)
[standup] (18:26 - 18:26) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, bathroom|using_the_toilet)
[walk] <stall> (18:26 - 18:26) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, bathroom|using_the_toilet)
[open] <door> (18:26 - 18:26) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, bathroom|using_the_toilet)
[walk] <bathroomcounter> (18:26 - 18:27) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, bathroom|using_the_toilet)
[grab] <barsoap> (18:27 - 18:27) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, bathroom|using_the_toilet)
[put] <barsoap> <bathroomcounter> (18:27 - 18:28) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, bathroom|using_the_toilet)
[drink] <waterglass> (18:28 - 18:29) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, bathroom|using_the_toilet)
[put] <waterglass> <bathroomcounter> (18:29 - 18:30) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, bathroom|using_the_toilet)
[switchoff] <lightswitch> (18:30 - 18:30) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, bathroom|using_the_toilet)

[walk] <kitchen> (18:30 - 18:30) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[walk] <kitchen> (18:30 - 18:30) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[turnleft] (18:30 - 18:30) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[walk] <kitchencounter> (18:30 - 18:31) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[open] <fridge> (18:31 - 18:31) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <salmon> (18:31 - 18:32) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[close] <fridge> (18:34 - 18:34) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[walk] <kitchencounter> (18:34 - 18:35) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <fryingpan> (18:35 - 18:36) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <salmon> <fryingpan> (18:36 - 18:37) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[switchon] <stove> (18:37 - 18:37) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[walk] <kitchencounter> (18:40 - 18:40) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <bellpepper> (18:40 - 18:41) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <bellpepper> <fryingpan> (18:41 - 18:42) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[lookat] <fryingpan> (18:42 - 18:43) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[sit] <kitchentable> (18:43 - 18:46) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[standup] (18:46 - 18:46) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[walk] <kitchencounter> (18:46 - 18:47) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <breadslice> (18:47 - 18:48) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <breadslice> <stove> (18:48 - 18:49) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[walk] <kitchencabinet> (18:49 - 18:52) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <condimentbottle> (18:52 - 18:53) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <condimentbottle> <kitchencounter> (18:53 - 18:54) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[walk] <fridge> (18:54 - 18:55) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <whippedcream> (18:55 - 18:56) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <whippedcream> <kitchentable> (18:56 - 18:58) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[walk] <kitchentable> (18:58 - 18:58) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <chocolatesyrup> (18:58 - 18:59) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <chocolatesyrup> <kitchencounter> (18:59 - 19:00) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[sit] <kitchentable> (19:00 - 19:01) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[lookat] <salmon> (19:01 - 19:04) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[standup] (19:04 - 19:04) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[walk] <fryingpan> (19:04 - 19:05) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <cutleryknife> (19:05 - 19:06) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <cutleryknife> <kitchencounter> (19:06 - 19:07) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[touch] <stove> (19:07 - 19:10) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[walk] <kitchentable> (19:10 - 19:10) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <waterglass> (19:10 - 19:11) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[drink] <waterglass> (19:11 - 19:13) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <waterglass> <kitchencounter> (19:13 - 19:15) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[switchoff] <stove> (19:15 - 19:16) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[walk] <kitchentable> (19:16 - 19:16) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <plate> (19:16 - 19:17) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <salmon> <plate> (19:17 - 19:18) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <breadslice> (19:18 - 19:22) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <breadslice> <plate> (19:22 - 19:24) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[sit] <kitchentable> (19:24 - 19:26) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)

[walk] <kitchen> (19:26 - 19:26) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[walk] <kitchen> (19:26 - 19:26) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[switchon] <ceilinglamp> (19:26 - 19:26) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <salmon> (19:26 - 19:27) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[put] <salmon> <kitchencounter> (19:27 - 19:27) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <bellpepper> (19:27 - 19:28) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[put] <bellpepper> <kitchencounter> (19:30 - 19:30) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <fryingpan> (19:30 - 19:31) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[put] <fryingpan> <stove> (19:31 - 19:31) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[switchon] <stove> (19:31 - 19:31) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <waterglass> (19:31 - 19:32) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[drink] <waterglass> (19:34 - 19:35) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[put] <waterglass> <kitchencounter> (19:35 - 19:36) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <chocolatesyrup> (19:36 - 19:37) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[put] <chocolatesyrup> <kitchencounter> (19:37 - 19:37) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <creamybuns> (19:37 - 19:38) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[put] <creamybuns> <kitchencounter> (19:40 - 19:40) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <plate> (19:40 - 19:41) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[put] <salmon> <plate> (19:41 - 19:42) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <cutleryfork> (19:42 - 19:43) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[put] <cutleryfork> <kitchentable> (19:43 - 19:43) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <wineglass> (19:50 - 19:51) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[put] <wineglass> <kitchentable> (19:51 - 19:52) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <dishbowl> (19:52 - 19:53) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[put] <dishbowl> <kitchencounter> (19:53 - 19:54) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[switchoff] <stove> (19:58 - 19:58) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)

[walk] <kitchen> (19:58 - 19:58) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)
[walk] <kitchen> (19:58 - 19:58) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)
[lookat] <kitchencounter> (19:58 - 19:59) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)
[grab] <dishbowl> (19:59 - 19:59) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)
[put] <dishbowl> <sink> (19:59 - 20:00) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)
[grab] <washingsponge> (20:00 - 20:00) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)
[grab] <dishwashingliquid> (20:00 - 20:01) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)
[put] <dishwashingliquid> <dishbowl> (20:01 - 20:02) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)
[touch] <sink> (20:02 - 20:03) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)
[drink] <waterglass> (20:03 - 20:04) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)
[put] <waterglass> <kitchencounter> (20:04 - 20:05) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)
[grab] <washingsponge> (20:05 - 20:06) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)
[put] <washingsponge> <dishbowl> (20:06 - 20:07) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)
[touch] <sink> (20:07 - 20:08) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)
[lookat] <kitchencounter> (20:08 - 20:10) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)
[walk] <garbagecan> (20:10 - 20:11) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)
[put] <dishbowl> <garbagecan> (20:11 - 20:12) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)
[walk] <fridge> (20:12 - 20:13) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)
[open] <fridge> (20:13 - 20:14) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)
[grab] <pie> (20:14 - 20:15) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)
[close] <fridge> (20:15 - 20:15) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)
[put] <pie> <kitchentable> (20:15 - 20:16) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)
[walk] <kitchencounter> (20:16 - 20:18) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)
[grab] <chocolatesyrup> (20:18 - 20:19) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)
[put] <chocolatesyrup> <kitchencounter> (20:19 - 20:20) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)

[walk] <bedroom> (20:20 - 20:20) (bedroom) (work, other, other, work, living_room|computing)
[walk] <bedroom> (20:20 - 20:20) (bedroom) (work, other, other, work, living_room|computing)
[sit] <chair> (20:20 - 20:21) (bedroom) (work, other, other, work, living_room|computing)
[grab] <computer> (20:21 - 20:22) (bedroom) (work, other, other, work, living_room|computing)
[put] <computer> <desk> (20:22 - 20:23) (bedroom) (work, other, other, work, living_room|computing)
[lookat] <cpuscreen> (20:23 - 20:25) (bedroom) (work, other, other, work, living_room|computing)
[turnleft] (20:25 - 20:25) (bedroom) (work, other, other, work, living_room|computing)
[grab] <folder> (20:25 - 20:26) (bedroom) (work, other, other, work, living_room|computing)
[put] <folder> <desk> (20:26 - 20:27) (bedroom) (work, other, other, work, living_room|computing)
[grab] <mug> (20:27 - 20:28) (bedroom) (work, other, other, work, living_room|computing)
[drink] <mug> (20:28 - 20:30) (bedroom) (work, other, other, work, living_room|computing)
[standup] (20:35 - 20:35) (bedroom) (work, other, other, work, living_room|computing)
[walk] <bookshelf> (20:35 - 20:36) (bedroom) (work, other, other, work, living_room|computing)
[lookat] <book> (20:36 - 20:37) (bedroom) (work, other, other, work, living_room|computing)
[grab] <book> (20:37 - 20:38) (bedroom) (work, other, other, work, living_room|computing)
[put] <book> <desk> (20:38 - 20:40) (bedroom) (work, other, other, work, living_room|computing)
[sit] <chair> (20:50 - 20:50) (bedroom) (work, other, other, work, living_room|computing)
[grab] <mouse> (20:50 - 20:51) (bedroom) (work, other, other, work, living_room|computing)
[lookat] <cpuscreen> (20:51 - 20:52) (bedroom) (work, other, other, work, living_room|computing)
[put] <mouse> <desk> (20:52 - 20:53) (bedroom) (work, other, other, work, living_room|computing)
[grab] <pillow> (20:53 - 20:55) (bedroom) (work, other, other, work, living_room|computing)
[standup] (21:05 - 21:05) (bedroom) (work, other, other, work, living_room|computing)
