[walk] <bedroom> (07:12 - 07:12) (bedroom) (other, master_bedroom_activity, wake, other, other)
[grab] <waterglass> (17:30 - 17:30) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[drink] <waterglass> (17:30 - 17:31) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <waterglass> <kitchencounter> (17:31 - 17:32) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[open] <kitchencabinet> (17:32 - 17:32) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <breadslice> (17:32 - 17:33) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <breadslice> <kitchentable> (17:33 - 17:34) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[close] <kitchencabinet> (17:34 - 17:34) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[lookat] <stove> (17:34 - 17:45) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[open] <stove> (17:45 - 17:45) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <fryingpan> <stove> (17:45 - 17:46) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[close] <stove> (17:46 - 17:46) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[sit] <kitchentable> (17:46 - 17:47) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[lookat] <dishbowl> (17:47 - 17:48) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <pie> (17:48 - 17:49) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <pie> <kitchentable> (17:49 - 17:50) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <chocolatesyrup> (17:50 - 17:51) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <chocolatesyrup> <pie> (18:00 - 18:01) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <plate> (18:01 - 18:02) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <pie> <plate> (18:02 - 18:03) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <plate> <kitchentable> (18:03 - 18:04) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <wineglass> (18:04 - 18:05) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[lookat] <kitchentable> (18:05 - 18:10) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[sit] <kitchentable> (18:10 - 18:15) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[drink] <wineglass> (18:15 - 18:15) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)

[walk] <kitchen> (18:15 - 18:15) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[walk] <kitchen> (18:15 - 18:15) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[switchon] <lightswitch> (18:15 - 18:15) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[walk] <fridge> (18:15 - 18:16) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[open] <fridge> (18:16 - 18:16) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <salmon> (18:16 - 18:18) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[close] <fridge> (18:18 - 18:18) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[put] <salmon> <kitchencounter> (18:18 - 18:19) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[walk] <cutleryknife> (18:19 - 18:19) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <cutleryknife> (18:19 - 18:20) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[touch] <salmon> (18:20 - 18:21) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[walk] <fryingpan> (18:21 - 18:21) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <fryingpan> (18:21 - 18:22) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[put] <fryingpan> <stove> (18:22 - 18:23) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[switchon] <stove> (18:23 - 18:23) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[drink] <waterglass> (18:24 - 18:25) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[lookat] <salmon> (18:25 - 18:25) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <breadslice> (18:25 - 18:26) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[put] <breadslice> <kitchencounter> (18:26 - 18:27) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[walk] <toaster> (18:27 - 18:28) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <toaster> (18:28 - 18:29) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[put] <breadslice> <toaster> (18:30 - 18:30) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[switchon] <toaster> (18:30 - 18:30) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[lookat] <toaster> (18:30 - 18:31) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[walk] <kitchentable> (18:31 - 18:32) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[sit] <kitchentable> (18:32 - 18:35) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[standup] (18:35 - 18:36) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[walk] <kitchencounter> (18:36 - 18:37) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <dishbowl> (18:37 - 18:38) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[put] <dishbowl> <kitchentable> (18:38 - 18:39) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <whippedcream> (18:39 - 18:40) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[put] <whippedcream> <dishbowl> (18:40 - 18:41) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[walk] <fridge> (18:41 - 18:42) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[open] <fridge> (18:42 - 18:42) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <chocolatesyrup> (18:42 - 18:44) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[put] <chocolatesyrup> <dishbowl> (18:44 - 18:45) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)

[walk] <kitchen> (18:45 - 18:45) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)
[walk] <kitchen> (18:45 - 18:45) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)
[lookat] <kitchencounter> (18:45 - 18:46) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)
[grab] <dishbowl> (18:46 - 18:46) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)
[put] <dishbowl> <sink> (18:46 - 18:47) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)
