[walk] <bedroom> (06:42 - 06:42) (bedroom) (other, master_bedroom_activity, wake, other, other)
[lookat] <wallpictureframe> (07:01 - 07:02) (bedroom) (relax, meditate, other, other, other)
[standup] (07:02 - 07:02) (bedroom) (relax, meditate, other, other, other)
[walk] <bed> (07:02 - 07:03) (bedroom) (relax, meditate, other, other, other)
[grab] <rug> (07:03 - 07:05) (bedroom) (relax, meditate, other, other, other)
[put] <rug> <bed> (07:05 - 07:06) (bedroom) (relax, meditate, other, other, other)
[walk] <rug> (07:06 - 07:07) (bedroom) (relax, meditate, other, other, other)
[sit] <rug> (07:07 - 07:08) (bedroom) (relax, meditate, other, other, other)
[lookat] <pillow> (07:08 - 07:08) (bedroom) (relax, meditate, other, other, other)
[standup] (07:08 - 07:09) (bedroom) (relax, meditate, other, other, other)
[walk] <rug> (07:09 - 07:10) (bedroom) (relax, meditate, other, other, other)
[grab] <book> (07:10 - 07:11) (bedroom) (relax, meditate, other, other, other)
[sit] <rug> (07:11 - 07:12) (bedroom) (relax, meditate, other, other, other)
[lookat] <> (07:12 - 07:12) (bedroom) (relax, meditate, other, other, other)
[standup] (07:12 - 07:13) (bedroom) (relax, meditate, other, other, other)
[walk] <rug> (07:13 - 07:14) (bedroom) (relax, meditate, other, other, other)
[turnright] (07:14 - 07:14) (bedroom) (relax, meditate, other, other, other)
[sit] <pillow> (07:14 - 07:15) (bedroom) (relax, meditate, other, other, other)
[lookat] <photoframe> (07:15 - 07:16) (bedroom) (relax, meditate, other, other, other)
[standup] (07:16 - 07:17) (bedroom) (relax, meditate, other, other, other)
[walk] <rug> (07:17 - 07:18) (bedroom) (relax, meditate, other, other, other)
[grab] <cellphone> (07:18 - 07:19) (bedroom) (relax, meditate, other, other, other)
[put] <cellphone> <nightstand> (07:19 - 07:20) (bedroom) (relax, meditate, other, other, other)
[walk] <rug> (07:20 - 07:21) (bedroom) (relax, meditate, other, other, other)
[sit] <> (07:21 - 07:21) (bedroom) (relax, meditate, other, other, other)

[walk] <bathroom> (07:21 - 07:21) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[walk] <bathroom> (07:21 - 07:21) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[switchon] <lightswitch> (07:21 - 07:21) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[walk] <stall> (07:21 - 07:22) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[open] <stall> (07:22 - 07:22) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[standup] (07:22 - 07:22) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[touch] <faucet> (07:25 - 07:25) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[drink] <waterglass> (07:25 - 07:26) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[grab] <barsoap> (07:26 - 07:27) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[put] <barsoap> <bathroomcounter> (07:27 - 07:27) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[standup] (07:28 - 07:28) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[grab] <towel> (07:31 - 07:32) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[put] <towel> <towelrack> (07:32 - 07:32) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[switchoff] <lightswitch> (07:32 - 07:32) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[close] <stall> (07:33 - 07:34) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[walk] <bathroom> (07:35 - 07:38) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)

[walk] <kitchen> (07:38 - 07:38) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|preparing)
[walk] <kitchen> (07:38 - 07:38) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|preparing)
[open] <fridge> (07:38 - 07:39) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|preparing)
[grab] <bananas> (07:39 - 07:40) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|preparing)
[close] <fridge> (07:40 - 07:40) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|preparing)
[grab] <dishbowl> (07:40 - 07:41) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|preparing)
[put] <bananas> <dishbowl> (07:41 - 07:42) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|preparing)
[lookat] <kitchencounter> (07:42 - 07:43) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|preparing)
[grab] <waterglass> (07:43 - 07:43) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|preparing)
[put] <waterglass> <kitchencounter> (07:43 - 07:44) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|preparing)
[grab] <chocolatesyrup> (07:44 - 07:45) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|preparing)
[put] <chocolatesyrup> <dishbowl> (07:45 - 07:46) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|preparing)
[grab] <whippedcream> (07:46 - 07:46) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|preparing)
[put] <whippedcream> <dishbowl> (07:46 - 07:47) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|preparing)
[grab] <cutleryfork> (07:47 - 07:48) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|preparing)
[grab] <cutleryknife> (07:48 - 07:49) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|preparing)
[put] <cutleryfork> <kitchencounter> (07:49 - 07:50) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|preparing)
[lookat] <dishbowl> (07:50 - 07:51) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|preparing)
[grab] <fryingpan> (07:51 - 07:52) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|preparing)
[touch] <fryingpan> (07:52 - 07:53) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|preparing)
[grab] <kitchencounterdrawer> (07:53 - 07:54) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|preparing)
[put] <fryingpan> <kitchencounter> (07:54 - 07:55) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|preparing)
[lookat] <dishbowl> (07:55 - 07:56) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|preparing)
[grab] <kitchencounterdrawer> (07:56 - 07:57) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|preparing)
[put] <> <kitchencounter> (07:57 - 07:58) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|preparing)
[switchon] <kitchencounter> (07:58 - 08:00) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|preparing)
[switchoff] <kitchencounter> (08:00 - 08:00) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|preparing)
[grab] <washingsponge> (08:00 - 08:01) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|preparing)
[put] <washingsponge> <sink> (08:01 - 08:03) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|preparing)
[grab] <plate> (08:03 - 08:04) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|preparing)
[put] <plate> <kitchentable> (08:04 - 08:05) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|preparing)

[walk] <bathroom> (18:03 - 18:03) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, bathroom|using_the_toilet)
[walk] <bathroom> (18:03 - 18:03) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, bathroom|using_the_toilet)
[touch] <door> (18:03 - 18:03) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, bathroom|using_the_toilet)
[open] <door> (18:03 - 18:04) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, bathroom|using_the_toilet)
[walkforward] (18:04 - 18:05) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, bathroom|using_the_toilet)
[sit] <toilet> (18:05 - 18:06) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, bathroom|using_the_toilet)
[standup] (18:06 - 18:06) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, bathroom|using_the_toilet)
[touch] <door> (18:06 - 18:07) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, bathroom|using_the_toilet)
[open] <door> (18:07 - 18:07) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, bathroom|using_the_toilet)
[walk] <bathroom> (18:07 - 18:07) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, bathroom|using_the_toilet)
[walk] <bathroomcounter> (18:07 - 18:08) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, bathroom|using_the_toilet)
[grab] <towel> (18:08 - 18:09) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, bathroom|using_the_toilet)
[put] <towel> <towelrack> (18:09 - 18:09) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, bathroom|using_the_toilet)
[switchoff] <lightswitch> (18:10 - 18:10) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, bathroom|using_the_toilet)

[walk] <kitchen> (18:10 - 18:10) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[walk] <kitchen> (18:10 - 18:10) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[open] <fridge> (18:10 - 18:11) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <salmon> (18:11 - 18:12) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <salmon> <kitchencounter> (18:12 - 18:12) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[close] <fridge> (18:14 - 18:14) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <fryingpan> (18:14 - 18:15) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[switchon] <stove> (18:15 - 18:16) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <fryingpan> <stove> (18:16 - 18:17) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[touch] <fryingpan> (18:17 - 18:18) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <salmon> <fryingpan> (18:18 - 18:19) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <cutleryknife> (18:19 - 18:20) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[lookat] <salmon> (18:20 - 18:21) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <condimentbottle> (18:21 - 18:22) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <condimentbottle> <fryingpan> (18:22 - 18:23) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[] (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[switchoff] <stove> (18:30 - 18:31) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <plate> (18:31 - 18:32) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <salmon> <plate> (18:32 - 18:33) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <dishbowl> (18:33 - 18:34) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <bellpepper> (18:34 - 18:35) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <bellpepper> <dishbowl> (18:35 - 18:36) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <bananas> (18:36 - 18:37) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <> <dishbowl> (18:37 - 18:38) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[lookat] <dishbowl> (18:39 - 18:40) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[walk] <kitchentable> (18:40 - 18:41) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <dishbowl> <kitchentable> (18:41 - 18:42) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <waterglass> (18:42 - 18:43) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[drink] <waterglass> (18:43 - 18:45) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <waterglass> <kitchencounter> (18:45 - 18:50) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <whippedcream> (18:50 - 18:51) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <whippedcream> <kitchentable> (18:51 - 18:52) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <chocolatesyrup> (18:52 - 18:53) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <chocolatesyrup> <kitchentable> (18:53 - 18:54) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[lookat] <kitchentable> (18:54 - 19:00) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)

[walk] <kitchen> (19:00 - 19:00) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[walk] <kitchen> (19:00 - 19:00) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[switchon] <lightswitch> (19:00 - 19:01) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[lookat] <fridge> (19:01 - 19:02) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[open] <fridge> (19:02 - 19:03) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <salmon> (19:03 - 19:05) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[close] <fridge> (19:05 - 19:06) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <fryingpan> (19:06 - 19:07) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[put] <salmon> <fryingpan> (19:07 - 19:08) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[switchon] <stove> (19:08 - 19:09) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[touch] <fryingpan> (19:09 - 19:15) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <breadslice> (19:15 - 19:16) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[put] <breadslice> <kitchentable> (19:16 - 19:17) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[lookat] <toaster> (19:17 - 19:18) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[switchon] <toaster> (19:18 - 19:19) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[sit] <kitchentable> (19:19 - 19:25) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[standup] (19:25 - 19:26) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <waterglass> (19:26 - 19:27) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[drink] <waterglass> (19:27 - 19:30) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[put] <waterglass> <kitchencounter> (19:30 - 19:31) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[lookat] <chocolatesyrup> (19:31 - 19:35) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <whippedcream> (19:35 - 19:36) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[put] <whippedcream> <kitchentable> (19:36 - 19:40) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <plate> (19:40 - 19:41) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[put] <salmon> <plate> (19:41 - 19:42) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <breadslice> (19:42 - 19:43) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[put] <breadslice> <plate> (19:43 - 19:44) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[lookat] <kitchentable> (19:44 - 19:45) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)

[walk] <bedroom> (19:45 - 19:45) (bedroom) (other, other, other, other, living_room|computing)
[sit] <chair> (19:45 - 19:45) (bedroom) (other, other, other, other, living_room|computing)
[grab] <computer> (19:45 - 19:46) (bedroom) (other, other, other, other, living_room|computing)
[lookat] <keyboard> (19:46 - 19:47) (bedroom) (other, other, other, other, living_room|computing)
[switchon] <ceilinglamp> (19:47 - 19:48) (bedroom) (other, other, other, other, living_room|computing)
[grab] <mug> (19:48 - 19:48) (bedroom) (other, other, other, other, living_room|computing)
[drink] <mug> (19:48 - 19:49) (bedroom) (other, other, other, other, living_room|computing)
[put] <mug> <nightstand> (19:49 - 19:50) (bedroom) (other, other, other, other, living_room|computing)
[sit] <desk> (19:50 - 19:50) (bedroom) (other, other, other, other, living_room|computing)
[lookat] <book> (19:50 - 19:52) (bedroom) (other, other, other, other, living_room|computing)
[grab] <folder> (19:52 - 19:55) (bedroom) (other, other, other, other, living_room|computing)
[open] <folder> (19:55 - 19:55) (bedroom) (other, other, other, other, living_room|computing)
[touch] <book> (19:55 - 19:56) (bedroom) (other, other, other, other, living_room|computing)
[put] <book> <desk> (19:56 - 19:57) (bedroom) (other, other, other, other, living_room|computing)
[lookat] <computer> (19:57 - 19:59) (bedroom) (other, other, other, other, living_room|computing)
[grab] <cupcake> (19:59 - 20:05) (bedroom) (other, other, other, other, living_room|computing)
[drink] <mug> (20:05 - 20:06) (bedroom) (other, other, other, other, living_room|computing)
[put] <cupcake> <coffeetable> (20:06 - 20:08) (bedroom) (other, other, other, other, living_room|computing)
[sit] <chair> (20:08 - 20:10) (bedroom) (other, other, other, other, living_room|computing)
[lookat] <photoframe> (20:10 - 20:12) (bedroom) (other, other, other, other, living_room|computing)
[grab] <cellphone> (20:12 - 20:15) (bedroom) (other, other, other, other, living_room|computing)
[walk] <window> (20:15 - 20:16) (bedroom) (other, other, other, other, living_room|computing)
[touch] <curtains> (20:16 - 20:17) (bedroom) (other, other, other, other, living_room|computing)
[put] <cellphone> <nightstand> (20:17 - 20:18) (bedroom) (other, other, other, other, living_room|computing)
[sit] <bed> (20:18 - 20:20) (bedroom) (other, other, other, other, living_room|computing)
[lookat] <wallpictureframe> (20:20 - 20:30) (bedroom) (other, other, other, other, living_room|computing)
[standup] (20:30 - 20:30) (bedroom) (other, other, other, other, living_room|computing)
[walk] <desk> (20:30 - 20:32) (bedroom) (other, other, other, other, living_room|computing)
[grab] <mouse> (20:32 - 20:33) (bedroom) (other, other, other, other, living_room|computing)
[lookat] <keyboard> (20:33 - 20:35) (bedroom) (other, other, other, other, living_room|computing)
[sit] <chair> (20:35 - 20:45) (bedroom) (other, other, other, other, living_room|computing)
[grab] <computer> (20:45 - 20:50) (bedroom) (other, other, other, other, living_room|computing)
[lookat] <mug> (20:50 - 20:55) (bedroom) (other, other, other, other, living_room|computing)
[put] <computer> <desk> (20:55 - 21:00) (bedroom) (other, other, other, other, living_room|computing)
[switchoff] <ceilinglamp> (21:00 - 21:05) (bedroom) (other, other, other, other, living_room|computing)
[walk] <doorjamb> (21:05 - 21:15) (bedroom) (other, other, other, other, living_room|computing)

[walk] <bedroom> (21:50 - 21:50) (bedroom) (other, other, other, other, living_room|computing)
[walk] <bedroom> (21:50 - 21:50) (bedroom) (other, other, other, other, living_room|computing)
[sit] <chair> (21:50 - 21:51) (bedroom) (other, other, other, other, living_room|computing)
[grab] <computer> (21:51 - 21:52) (bedroom) (other, other, other, other, living_room|computing)
[lookat] <computer> (21:52 - 21:54) (bedroom) (other, other, other, other, living_room|computing)
[open] <folder> (21:54 - 21:54) (bedroom) (other, other, other, other, living_room|computing)
[grab] <mouse> (21:54 - 21:55) (bedroom) (other, other, other, other, living_room|computing)
[lookat] <mousemat> (21:55 - 21:56) (bedroom) (other, other, other, other, living_room|computing)
[put] <mouse> <mousemat> (21:56 - 21:57) (bedroom) (other, other, other, other, living_room|computing)
[sit] <chair> (21:57 - 21:58) (bedroom) (other, other, other, other, living_room|computing)
[grab] <pillow> (21:58 - 21:58) (bedroom) (other, other, other, other, living_room|computing)
[put] <pillow> <desk> (21:58 - 21:59) (bedroom) (other, other, other, other, living_room|computing)
[lookat] <keyboard> (21:59 - 22:00) (bedroom) (other, other, other, other, living_room|computing)
[grab] <keyboard> (22:00 - 22:01) (bedroom) (other, other, other, other, living_room|computing)
[put] <keyboard> <desk> (22:01 - 22:02) (bedroom) (other, other, other, other, living_room|computing)
[walkforward] (22:02 - 22:02) (bedroom) (other, other, other, other, living_room|computing)
[lookat] <wallpictureframe> (22:02 - 22:03) (bedroom) (other, other, other, other, living_room|computing)
[grab] <photoframe> (22:03 - 22:04) (bedroom) (other, other, other, other, living_room|computing)
[put] <photoframe> <nightstand> (22:04 - 22:06) (bedroom) (other, other, other, other, living_room|computing)
[sit] <chair> (22:06 - 22:06) (bedroom) (other, other, other, other, living_room|computing)
[grab] <book> (22:06 - 22:07) (bedroom) (other, other, other, other, living_room|computing)
[lookat] <book> (22:07 - 22:08) (bedroom) (other, other, other, other, living_room|computing)
[put] <book> <desk> (22:08 - 22:10) (bedroom) (other, other, other, other, living_room|computing)
[grab] <candle> (22:10 - 22:10) (bedroom) (other, other, other, other, living_room|computing)
[put] <candle> <desk> (22:10 - 22:11) (bedroom) (other, other, other, other, living_room|computing)
[lookat] <ceilinglamp> (22:11 - 22:12) (bedroom) (other, other, other, other, living_room|computing)
[switchon] <ceilinglamp> (22:12 - 22:14) (bedroom) (other, other, other, other, living_room|computing)
[grab] <cupcake> (22:14 - 22:14) (bedroom) (other, other, other, other, living_room|computing)
[drink] <mug> (22:14 - 22:15) (bedroom) (other, other, other, other, living_room|computing)
[put] <cupcake> <coffeetable> (22:15 - 22:16) (bedroom) (other, other, other, other, living_room|computing)
