[walk] <bedroom> (06:43 - 06:43) (bedroom) (other, master_bedroom_activity, wake, other, other)
[grab] <mug> (07:16 - 07:17) (bedroom) (other, other, other, other, other)
[drink] <mug> (07:17 - 07:19) (bedroom) (other, other, other, other, other)
[put] <mug> <nightstand> (07:19 - 07:20) (bedroom) (other, other, other, other, other)
[walk] <rug> (07:20 - 07:21) (bedroom) (other, other, other, other, other)
[sit] <bed> (07:21 - 07:22) (bedroom) (other, other, other, other, other)
[turnright] (07:22 - 07:23) (bedroom) (other, other, other, other, other)
[lookat] <computer> (07:23 - 07:24) (bedroom) (other, other, other, other, other)
[standup] (07:24 - 07:24) (bedroom) (other, other, other, other, other)

[walk] <bathroom> (07:24 - 07:24) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[walk] <bathroom> (07:24 - 07:24) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[switchon] <lightswitch> (07:24 - 07:24) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[walk] <stall> (07:24 - 07:25) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[open] <stall> (07:25 - 07:25) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[standup] (07:25 - 07:26) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[touch] <faucet> (07:26 - 07:26) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[drink] <waterglass> (07:26 - 07:27) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[put] <waterglass> <bathroomcounter> (07:27 - 07:27) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[grab] <barsoap> (07:27 - 07:28) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[touch] <faucet> (07:28 - 07:29) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[standup] (07:29 - 07:30) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[grab] <towel> (07:34 - 07:34) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[put] <towel> <towelrack> (07:34 - 07:35) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[walk] <bathroom> (07:35 - 07:36) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[grab] <deodorant> (07:36 - 07:37) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[open] <bathroomcabinet> (07:37 - 07:38) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[grab] <facecream> (07:38 - 07:39) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[put] <facecream> <bathroomcounter> (07:39 - 07:40) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[grab] <perfume> (07:40 - 07:41) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[put] <perfume> <bathroomcounter> (07:41 - 07:42) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[switchoff] <lightswitch> (07:42 - 07:44) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)

[walk] <kitchen> (07:44 - 07:44) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[walk] <kitchen> (07:44 - 07:44) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[open] <fridge> (07:44 - 07:44) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[grab] <bananas> (07:44 - 07:45) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[close] <fridge> (07:45 - 07:45) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[walk] <kitchencounter> (07:45 - 07:46) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[grab] <dishbowl> (07:48 - 07:48) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[put] <bananas> <dishbowl> (07:48 - 07:48) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[grab] <chocolatesyrup> (07:48 - 07:49) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[put] <chocolatesyrup> <dishbowl> (07:49 - 07:49) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[grab] <waterglass> (07:49 - 07:50) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[put] <waterglass> <dishbowl> (07:52 - 07:52) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[walk] <kitchencabinet> (07:52 - 07:53) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[grab] <whippedcream> (07:53 - 07:53) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[put] <whippedcream> <dishbowl> (07:53 - 07:54) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[grab] <fryingpan> (07:54 - 07:55) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[walk] <stove> (07:56 - 07:56) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[switchon] <stove> (07:56 - 07:56) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[put] <fryingpan> <stove> (07:56 - 07:57) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[walkforward] (07:57 - 07:59) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[switchoff] <stove> (08:00 - 08:00) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[walk] <kitchencounter> (08:00 - 08:00) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[grab] <plate> (08:00 - 08:01) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[put] <dishbowl> <plate> (08:01 - 08:02) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[walk] <kitchentable> (08:02 - 08:03) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[sit] <kitchentable> (08:03 - 08:04) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[drink] <waterglass> (08:04 - 08:06) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[drink] <waterglass> (08:06 - 08:08) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[put] <waterglass> <kitchentable> (08:08 - 08:09) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[standup] (08:09 - 08:10) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[walk] <kitchen> (08:10 - 08:10) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)

[walk] <bathroom> (17:47 - 17:47) (bathroom) (bed_to_toilet, bed_to_toilet, bed_to_toilet, bed_to_toilet, toilet|using_the_toilet)
[walk] <bathroom> (17:47 - 17:47) (bathroom) (bed_to_toilet, bed_to_toilet, bed_to_toilet, bed_to_toilet, toilet|using_the_toilet)
[close] <door> (17:47 - 17:47) (bathroom) (bed_to_toilet, bed_to_toilet, bed_to_toilet, bed_to_toilet, toilet|using_the_toilet)
[walk] <stall> (17:47 - 17:48) (bathroom) (bed_to_toilet, bed_to_toilet, bed_to_toilet, bed_to_toilet, toilet|using_the_toilet)
[sit] <toilet> (17:48 - 17:49) (bathroom) (bed_to_toilet, bed_to_toilet, bed_to_toilet, bed_to_toilet, toilet|using_the_toilet)
[standup] (17:49 - 17:50) (bathroom) (bed_to_toilet, bed_to_toilet, bed_to_toilet, bed_to_toilet, toilet|using_the_toilet)
[walk] <stall> (17:50 - 17:50) (bathroom) (bed_to_toilet, bed_to_toilet, bed_to_toilet, bed_to_toilet, toilet|using_the_toilet)
[open] <door> (17:50 - 17:50) (bathroom) (bed_to_toilet, bed_to_toilet, bed_to_toilet, bed_to_toilet, toilet|using_the_toilet)

[walk] <kitchen> (17:50 - 17:50) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[walk] <kitchen> (17:50 - 17:50) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[switchon] <lightswitch> (17:50 - 17:50) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[lookat] <fridge> (17:50 - 17:52) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[open] <fridge> (17:52 - 17:52) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <salmon> (17:52 - 17:54) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <bellpepper> (17:54 - 17:56) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[close] <fridge> (17:56 - 17:56) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[walk] <kitchencounter> (17:56 - 17:57) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <salmon> <kitchencounter> (17:57 - 17:58) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <bellpepper> <kitchencounter> (17:58 - 17:59) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <cutleryknife> (17:59 - 18:00) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[touch] <cutleryknife> (18:00 - 18:00) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <salmon> <dishbowl> (18:00 - 18:02) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <bellpepper> <dishbowl> (18:02 - 18:03) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <condimentbottle> (18:03 - 18:04) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <condimentbottle> <dishbowl> (18:04 - 18:06) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <fryingpan> (18:06 - 18:06) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[switchon] <stove> (18:06 - 18:07) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <dishbowl> <fryingpan> (18:07 - 18:09) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[touch] <stove> (18:09 - 18:10) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[switchoff] <stove> (18:10 - 18:10) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[walk] <kitchencounter> (18:10 - 18:11) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <plate> (18:11 - 18:12) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <dishbowl> <plate> (18:12 - 18:14) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <waterglass> (18:14 - 18:14) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[drink] <waterglass> (18:14 - 18:16) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <waterglass> <kitchencounter> (18:16 - 18:18) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[walk] <kitchentable> (18:18 - 18:20) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[sit] <kitchentable> (18:20 - 18:20) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[lookat] <dishbowl> (18:20 - 18:30) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <creamybuns> (18:30 - 18:30) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <creamybuns> <kitchentable> (18:30 - 18:40) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[walk] <kitchencounter> (18:40 - 18:50) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <chocolatesyrup> (18:50 - 18:50) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[put] <chocolatesyrup> <kitchentable> (18:50 - 18:55) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[sit] <kitchentable> (18:55 - 19:05) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[lookat] <kitchentable> (19:05 - 19:10) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)
[sit] <kitchentable> (19:10 - 19:10) (kitchen) (meal_preparation, kitchen_activity, dinner, meal_preparation, kitchen|cooking)

[walk] <kitchen> (19:10 - 19:10) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[walk] <kitchen> (19:10 - 19:10) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[switchon] <ceilinglamp> (19:10 - 19:10) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[walk] <kitchencounter> (19:10 - 19:11) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <salmon> (19:11 - 19:11) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <bellpepper> (19:11 - 19:12) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[put] <salmon> <kitchencounter> (19:15 - 19:15) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[put] <bellpepper> <kitchencounter> (19:15 - 19:15) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[sit] <kitchentable> (19:15 - 19:16) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[standup] (19:16 - 19:16) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[walk] <stove> (19:16 - 19:17) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[switchon] <stove> (19:20 - 19:20) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <fryingpan> (19:20 - 19:21) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[put] <fryingpan> <stove> (19:21 - 19:21) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[touch] <stove> (19:21 - 19:22) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[put] <salmon> <fryingpan> (19:22 - 19:23) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[put] <bellpepper> <fryingpan> (19:23 - 19:24) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[switchoff] <stove> (19:30 - 19:30) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[walk] <kitchentable> (19:30 - 19:31) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <plate> (19:31 - 19:32) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[put] <fryingpan> <plate> (19:32 - 19:33) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[sit] <kitchentable> (19:33 - 19:35) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[walk] <fridge> (19:40 - 19:41) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[open] <fridge> (19:41 - 19:41) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[grab] <waterglass> (19:41 - 19:42) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[drink] <waterglass> (19:42 - 19:44) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[close] <fridge> (19:44 - 19:44) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)
[sit] <kitchentable> (19:44 - 19:45) (kitchen) (meal_preparation, dining_rm_activity, dinner, meal_preparation, kitchen|cooking)

[walk] <bedroom> (19:45 - 19:45) (bedroom) (work, other, other, work, office|computing)
[walk] <bedroom> (19:45 - 19:45) (bedroom) (work, other, other, work, office|computing)
[sit] <chair> (19:45 - 19:45) (bedroom) (work, other, other, work, office|computing)
[grab] <computer> (19:45 - 19:47) (bedroom) (work, other, other, work, office|computing)
[lookat] <cpuscreen> (19:47 - 19:49) (bedroom) (work, other, other, work, office|computing)
[turnleft] (19:49 - 19:50) (bedroom) (work, other, other, work, office|computing)
[grab] <folder> (19:50 - 19:50) (bedroom) (work, other, other, work, office|computing)
[lookat] <book> (19:50 - 19:52) (bedroom) (work, other, other, work, office|computing)
[put] <book> <desk> (19:52 - 19:53) (bedroom) (work, other, other, work, office|computing)
[grab] <mug> (19:53 - 19:54) (bedroom) (work, other, other, work, office|computing)
[drink] <mug> (19:54 - 19:55) (bedroom) (work, other, other, work, office|computing)
[open] <closet> (19:55 - 19:55) (bedroom) (work, other, other, work, office|computing)
[grab] <clothesshirt> (19:55 - 19:56) (bedroom) (work, other, other, work, office|computing)
[put] <clothesshirt> <hanger> (19:56 - 19:57) (bedroom) (work, other, other, work, office|computing)
[close] <closet> (19:57 - 19:58) (bedroom) (work, other, other, work, office|computing)
[sit] <chair> (19:58 - 20:00) (bedroom) (work, other, other, work, office|computing)
[grab] <pillow> (20:00 - 20:00) (bedroom) (work, other, other, work, office|computing)
[put] <pillow> <bed> (20:00 - 20:02) (bedroom) (work, other, other, work, office|computing)
[lookat] <photoframe> (20:02 - 20:05) (bedroom) (work, other, other, work, office|computing)
[grab] <candle> (20:05 - 20:10) (bedroom) (work, other, other, work, office|computing)
[put] <candle> <nightstand> (20:10 - 20:15) (bedroom) (work, other, other, work, office|computing)
[sit] <desk> (20:15 - 20:15) (bedroom) (work, other, other, work, office|computing)
[lookat] <computer> (20:15 - 20:20) (bedroom) (work, other, other, work, office|computing)
[grab] <mousemat> (20:20 - 20:22) (bedroom) (work, other, other, work, office|computing)
[put] <mousemat> <desk> (20:22 - 20:25) (bedroom) (work, other, other, work, office|computing)
[turnright] (20:25 - 20:30) (bedroom) (work, other, other, work, office|computing)
[grab] <folder> (20:30 - 20:30) (bedroom) (work, other, other, work, office|computing)
[open] <folder> (20:30 - 20:32) (bedroom) (work, other, other, work, office|computing)
[lookat] <book> (20:32 - 20:35) (bedroom) (work, other, other, work, office|computing)
[put] <book> <desk> (20:35 - 20:40) (bedroom) (work, other, other, work, office|computing)
[switchoff] <lightswitch> (20:40 - 20:45) (bedroom) (work, other, other, work, office|computing)
[walk] <window> (20:45 - 20:45) (bedroom) (work, other, other, work, office|computing)
[touch] <curtains> (20:45 - 20:47) (bedroom) (work, other, other, work, office|computing)
[grab] <cupcake> (20:47 - 20:50) (bedroom) (work, other, other, work, office|computing)
[drink] <wineglass> (20:50 - 20:55) (bedroom) (work, other, other, work, office|computing)
[standup] (20:55 - 21:00) (bedroom) (work, other, other, work, office|computing)

[walk] <bedroom> (21:00 - 21:00) (bedroom) (work, other, other, other, living_room|computing)
[sit] <chair> (21:00 - 21:00) (bedroom) (work, other, other, other, living_room|computing)
[grab] <computer> (21:00 - 21:03) (bedroom) (work, other, other, other, living_room|computing)
[switchon] <computer> (21:03 - 21:05) (bedroom) (work, other, other, other, living_room|computing)
[lookat] <cpuscreen> (21:05 - 21:08) (bedroom) (work, other, other, other, living_room|computing)
[grab] <cellphone> (21:08 - 21:10) (bedroom) (work, other, other, other, living_room|computing)
[lookat] <cellphone> (21:10 - 21:10) (bedroom) (work, other, other, other, living_room|computing)
[open] <folder> (21:10 - 21:11) (bedroom) (work, other, other, other, living_room|computing)
[grab] <mug> (21:11 - 21:13) (bedroom) (work, other, other, other, living_room|computing)
[drink] <mug> (21:13 - 21:15) (bedroom) (work, other, other, other, living_room|computing)
[put] <mug> <nightstand> (21:15 - 21:16) (bedroom) (work, other, other, other, living_room|computing)
[touch] <book> (21:16 - 21:20) (bedroom) (work, other, other, other, living_room|computing)
[grab] <keyboard> (21:20 - 21:21) (bedroom) (work, other, other, other, living_room|computing)
[lookat] <cpuscreen> (21:21 - 21:23) (bedroom) (work, other, other, other, living_room|computing)
[sit] <chair> (21:23 - 21:25) (bedroom) (work, other, other, other, living_room|computing)
[touch] <mouse> (21:25 - 21:27) (bedroom) (work, other, other, other, living_room|computing)
[lookat] <photoframe> (21:27 - 21:28) (bedroom) (work, other, other, other, living_room|computing)
[switchoff] <computer> (21:28 - 21:30) (bedroom) (work, other, other, other, living_room|computing)

[walk] <bedroom> (21:30 - 21:30) (bedroom) (relax, read, other, other, bedroom|reading)
[walk] <bedroom> (21:30 - 21:30) (bedroom) (relax, read, other, other, bedroom|reading)
[switchon] <ceilinglamp> (21:30 - 21:30) (bedroom) (relax, read, other, other, bedroom|reading)
[walk] <nightstand> (21:30 - 21:31) (bedroom) (relax, read, other, other, bedroom|reading)
[grab] <mug> (21:31 - 21:31) (bedroom) (relax, read, other, other, bedroom|reading)
[drink] <mug> (21:31 - 21:32) (bedroom) (relax, read, other, other, bedroom|reading)
[put] <mug> <nightstand> (21:32 - 21:32) (bedroom) (relax, read, other, other, bedroom|reading)
[walk] <bookshelf> (21:32 - 21:33) (bedroom) (relax, read, other, other, bedroom|reading)
[grab] <book> (21:33 - 21:34) (bedroom) (relax, read, other, other, bedroom|reading)
[walk] <bed> (21:34 - 21:35) (bedroom) (relax, read, other, other, bedroom|reading)
[sit] <bed> (21:35 - 21:36) (bedroom) (relax, read, other, other, bedroom|reading)
[lookat] <book> (21:40 - 21:40) (bedroom) (relax, read, other, other, bedroom|reading)
[drink] <mug> (21:40 - 21:41) (bedroom) (relax, read, other, other, bedroom|reading)
[touch] <pillow> (21:41 - 21:42) (bedroom) (relax, read, other, other, bedroom|reading)
[turnright] (21:42 - 21:42) (bedroom) (relax, read, other, other, bedroom|reading)
[lookat] <wallpictureframe> (21:42 - 21:43) (bedroom) (relax, read, other, other, bedroom|reading)
