[walk] <bedroom> (08:22 - 08:22) (bedroom) (other, master_bedroom_activity, wake, other, other)
[put] <pillow> <bed> (08:36 - 08:37) (bedroom) (relax, other, other, other, other)
[lookat] <ceilinglamp> (08:37 - 08:38) (bedroom) (relax, other, other, other, other)
[switchon] <ceilinglamp> (08:38 - 08:39) (bedroom) (relax, other, other, other, other)
[standup] (08:39 - 08:40) (bedroom) (relax, other, other, other, other)
[sit] <rug> (08:42 - 08:43) (bedroom) (relax, other, other, other, other)
[walkforward] (08:43 - 08:44) (bedroom) (relax, other, other, other, other)
[grab] <book> (08:44 - 08:45) (bedroom) (relax, other, other, other, other)
[touch] <window> (08:45 - 08:46) (bedroom) (relax, other, other, other, other)
[lookat] <photoframe> (08:46 - 08:47) (bedroom) (relax, other, other, other, other)
[grab] <chair> (08:47 - 08:48) (bedroom) (relax, other, other, other, other)
[put] <chair> <rug> (08:48 - 08:49) (bedroom) (relax, other, other, other, other)
[walkforward] (08:49 - 08:50) (bedroom) (relax, other, other, other, other)
[sit] <chair> (08:50 - 08:51) (bedroom) (relax, other, other, other, other)
[lookat] <computer> (08:51 - 08:52) (bedroom) (relax, other, other, other, other)
[grab] <mouse> (08:52 - 08:53) (bedroom) (relax, other, other, other, other)
[touch] <keyboard> (08:53 - 08:54) (bedroom) (relax, other, other, other, other)
[walk] <nightstand> (08:54 - 08:55) (bedroom) (relax, other, other, other, other)
[grab] <mug> (08:55 - 08:56) (bedroom) (relax, other, other, other, other)
[drink] <mug> (08:56 - 08:59) (bedroom) (relax, other, other, other, other)
[put] <mug> <coffeetable> (08:59 - 09:00) (bedroom) (relax, other, other, other, other)
[switchoff] <ceilinglamp> (09:00 - 09:01) (bedroom) (relax, other, other, other, other)
[standup] (09:01 - 09:02) (bedroom) (relax, other, other, other, other)
[walkforward] (09:02 - 09:03) (bedroom) (relax, other, other, other, other)

[walk] <bathroom> (09:03 - 09:03) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[walk] <bathroom> (09:03 - 09:03) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[switchon] <lightswitch> (09:03 - 09:03) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[walk] <stall> (09:03 - 09:04) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[open] <door> (09:04 - 09:04) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[walkforward] (09:04 - 09:05) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[turnleft] (09:05 - 09:05) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[grab] <barsoap> (09:05 - 09:06) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[grab] <towel> (09:06 - 09:07) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[touch] <faucet> (09:07 - 09:07) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[open] <faucet> (09:07 - 09:08) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[standup] (09:10 - 09:10) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[grab] <towel> (09:10 - 09:11) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[put] <towel> <towelrack> (09:11 - 09:11) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[walk] <stall> (09:11 - 09:12) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[close] <door> (09:12 - 09:12) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[grab] <hairproduct> (09:15 - 09:16) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[lookat] <facecream> (09:16 - 09:17) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[grab] <deodorant> (09:17 - 09:18) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[put] <deodorant> <bathroomcounter> (09:18 - 09:19) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[put] <hairproduct> <bathroomcounter> (09:19 - 09:19) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[walk] <bathroomcounter> (09:20 - 09:21) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[grab] <perfume> (09:21 - 09:22) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[put] <perfume> <bathroomcounter> (09:22 - 09:22) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[switchoff] <lightswitch> (09:22 - 09:23) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)
[walk] <door> (09:23 - 09:23) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|showering)

[walk] <kitchen> (09:23 - 09:23) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[walk] <kitchen> (09:23 - 09:23) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[switchon] <coffeemaker> (09:23 - 09:23) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[grab] <waterglass> (09:23 - 09:24) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[drink] <waterglass> (09:24 - 09:25) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[put] <waterglass> <kitchencounter> (09:25 - 09:25) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[grab] <breadslice> (09:25 - 09:25) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[switchon] <toaster> (09:25 - 09:25) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[put] <breadslice> <toaster> (09:26 - 09:27) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[lookat] <toaster> (09:27 - 09:30) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[switchoff] <toaster> (09:30 - 09:31) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[grab] <bananas> (09:31 - 09:31) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[put] <bananas> <kitchentable> (09:31 - 09:32) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[grab] <cutleryknife> (09:32 - 09:33) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[put] <cutleryknife> <kitchencounter> (09:33 - 09:34) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[grab] <dishbowl> (09:34 - 09:35) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[put] <dishbowl> <kitchentable> (09:39 - 09:39) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[grab] <chocolatesyrup> (09:39 - 09:40) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[put] <chocolatesyrup> <dishbowl> (09:40 - 09:41) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[grab] <whippedcream> (09:41 - 09:42) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[put] <whippedcream> <dishbowl> (09:42 - 09:43) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[sit] <kitchentable> (09:45 - 09:45) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[grab] <pie> (09:45 - 09:46) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[put] <pie> <kitchentable> (09:46 - 09:48) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[lookat] <kitchentable> (09:48 - 09:50) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)
[grab] <waterglass> (09:50 - 09:52) (kitchen) (meal_preparation, kitchen_activity, breakfast, meal_preparation, kitchen|cooking)

[walk] <kitchen> (14:12 - 14:12) (kitchen) (meal_preparation, kitchen_activity, other, meal_preparation, kitchen|preparing)
[walk] <kitchen> (14:12 - 14:12) (kitchen) (meal_preparation, kitchen_activity, other, meal_preparation, kitchen|preparing)
[grab] <book> (14:12 - 14:12) (kitchen) (meal_preparation, kitchen_activity, other, meal_preparation, kitchen|preparing)
[lookat] <book> (14:12 - 14:14) (kitchen) (meal_preparation, kitchen_activity, other, meal_preparation, kitchen|preparing)
[open] <kitchencabinet> (14:14 - 14:14) (kitchen) (meal_preparation, kitchen_activity, other, meal_preparation, kitchen|preparing)
[grab] <salmon> (14:14 - 14:16) (kitchen) (meal_preparation, kitchen_activity, other, meal_preparation, kitchen|preparing)
[put] <salmon> <kitchencounter> (14:16 - 14:16) (kitchen) (meal_preparation, kitchen_activity, other, meal_preparation, kitchen|preparing)
[grab] <bellpepper> (14:16 - 14:18) (kitchen) (meal_preparation, kitchen_activity, other, meal_preparation, kitchen|preparing)
[lookat] <bellpepper> (14:18 - 14:18) (kitchen) (meal_preparation, kitchen_activity, other, meal_preparation, kitchen|preparing)
[put] <bellpepper> <kitchencounter> (14:18 - 14:20) (kitchen) (meal_preparation, kitchen_activity, other, meal_preparation, kitchen|preparing)
[grab] <dishbowl> (14:20 - 14:20) (kitchen) (meal_preparation, kitchen_activity, other, meal_preparation, kitchen|preparing)
[put] <dishbowl> <kitchentable> (14:20 - 14:20) (kitchen) (meal_preparation, kitchen_activity, other, meal_preparation, kitchen|preparing)
[grab] <whippedcream> (14:20 - 14:22) (kitchen) (meal_preparation, kitchen_activity, other, meal_preparation, kitchen|preparing)
[lookat] <whippedcream> (14:22 - 14:23) (kitchen) (meal_preparation, kitchen_activity, other, meal_preparation, kitchen|preparing)
[put] <whippedcream> <kitchencounter> (14:23 - 14:24) (kitchen) (meal_preparation, kitchen_activity, other, meal_preparation, kitchen|preparing)
[grab] <chocolatesyrup> (14:24 - 14:24) (kitchen) (meal_preparation, kitchen_activity, other, meal_preparation, kitchen|preparing)
[put] <chocolatesyrup> <kitchencounter> (14:24 - 14:24) (kitchen) (meal_preparation, kitchen_activity, other, meal_preparation, kitchen|preparing)
[grab] <bananas> (14:24 - 14:26) (kitchen) (meal_preparation, kitchen_activity, other, meal_preparation, kitchen|preparing)
[lookat] <bananas> (14:26 - 14:26) (kitchen) (meal_preparation, kitchen_activity, other, meal_preparation, kitchen|preparing)
[put] <bananas> <dishbowl> (14:26 - 14:28) (kitchen) (meal_preparation, kitchen_activity, other, meal_preparation, kitchen|preparing)
[grab] <breadslice> (14:28 - 14:28) (kitchen) (meal_preparation, kitchen_activity, other, meal_preparation, kitchen|preparing)
[put] <breadslice> <kitchencounter> (14:28 - 14:28) (kitchen) (meal_preparation, kitchen_activity, other, meal_preparation, kitchen|preparing)
[grab] <creamybuns> (14:28 - 14:30) (kitchen) (meal_preparation, kitchen_activity, other, meal_preparation, kitchen|preparing)
[lookat] <creamybuns> (14:30 - 14:30) (kitchen) (meal_preparation, kitchen_activity, other, meal_preparation, kitchen|preparing)
[put] <creamybuns> <kitchentable> (14:30 - 14:32) (kitchen) (meal_preparation, kitchen_activity, other, meal_preparation, kitchen|preparing)
[grab] <chips> (14:32 - 14:32) (kitchen) (meal_preparation, kitchen_activity, other, meal_preparation, kitchen|preparing)
[put] <chips> <kitchencounter> (14:32 - 14:32) (kitchen) (meal_preparation, kitchen_activity, other, meal_preparation, kitchen|preparing)
[grab] <waterglass> (14:32 - 14:34) (kitchen) (meal_preparation, kitchen_activity, other, meal_preparation, kitchen|preparing)
[drink] <waterglass> (14:34 - 14:36) (kitchen) (meal_preparation, kitchen_activity, other, meal_preparation, kitchen|preparing)
[put] <waterglass> <kitchentable> (14:36 - 14:36) (kitchen) (meal_preparation, kitchen_activity, other, meal_preparation, kitchen|preparing)
[grab] <plate> (14:36 - 14:36) (kitchen) (meal_preparation, kitchen_activity, other, meal_preparation, kitchen|preparing)
[put] <plate> <kitchencounter> (14:36 - 14:36) (kitchen) (meal_preparation, kitchen_activity, other, meal_preparation, kitchen|preparing)
[grab] <garbagecan> (14:36 - 14:38) (kitchen) (meal_preparation, kitchen_activity, other, meal_preparation, kitchen|preparing)
[lookat] <garbagecan> (14:38 - 14:38) (kitchen) (meal_preparation, kitchen_activity, other, meal_preparation, kitchen|preparing)
[put] <garbagecan> <kitchencounter> (14:38 - 14:40) (kitchen) (meal_preparation, kitchen_activity, other, meal_preparation, kitchen|preparing)
[grab] <condimentshaker> (14:40 - 14:40) (kitchen) (meal_preparation, kitchen_activity, other, meal_preparation, kitchen|preparing)
[put] <condimentshaker> <kitchentable> (14:40 - 14:40) (kitchen) (meal_preparation, kitchen_activity, other, meal_preparation, kitchen|preparing)
[grab] <box> (14:40 - 14:42) (kitchen) (meal_preparation, kitchen_activity, other, meal_preparation, kitchen|preparing)
[lookat] <box> (14:42 - 14:42) (kitchen) (meal_preparation, kitchen_activity, other, meal_preparation, kitchen|preparing)
[put] <box> <kitchencounter> (14:42 - 14:44) (kitchen) (meal_preparation, kitchen_activity, other, meal_preparation, kitchen|preparing)
[switchoff] <kitchentable> (14:44 - 14:44) (kitchen) (meal_preparation, kitchen_activity, other, meal_preparation, kitchen|preparing)

[walk] <kitchen> (14:44 - 14:44) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[walk] <kitchen> (14:44 - 14:44) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[open] <kitchencabinet> (14:44 - 14:45) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[grab] <breadslice> (14:45 - 14:46) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[put] <breadslice> <kitchencounter> (14:46 - 14:46) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[open] <fridge> (14:46 - 14:47) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[grab] <salmon> (14:48 - 14:48) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[put] <salmon> <kitchencounter> (14:48 - 14:49) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[close] <fridge> (14:49 - 14:49) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[turnleft] (14:49 - 14:50) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[grab] <fryingpan> (14:50 - 14:52) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[put] <fryingpan> <kitchencounter> (14:52 - 14:53) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[switchon] <stove> (14:53 - 14:53) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[grab] <cutleryknife> (14:53 - 14:54) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[touch] <stove> (14:54 - 14:55) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[put] <cutleryknife> <kitchencounter> (14:55 - 14:56) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[grab] <oventray> (14:56 - 14:57) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[put] <oventray> <kitchencounter> (14:57 - 14:57) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[grab] <chocolatesyrup> (14:57 - 14:58) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[put] <chocolatesyrup> <kitchencounter> (14:58 - 14:58) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[lookat] <kitchencounter> (14:58 - 15:00) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[grab] <dishbowl> (15:00 - 15:00) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[put] <dishbowl> <kitchencounter> (15:00 - 15:01) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[grab] <bellpepper> (15:01 - 15:02) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[put] <bellpepper> <dishbowl> (15:02 - 15:03) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[grab] <condimentbottle> (15:03 - 15:04) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[put] <condimentbottle> <dishbowl> (15:04 - 15:04) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[grab] <whippedcream> (15:04 - 15:05) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[put] <whippedcream> <kitchencounter> (15:05 - 15:05) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[grab] <waterglass> (15:05 - 15:06) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[drink] <waterglass> (15:06 - 15:08) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[put] <waterglass> <kitchencounter> (15:08 - 15:08) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[grab] <dishwashingliquid> (15:08 - 15:09) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[put] <dishwashingliquid> <sink> (15:09 - 15:10) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[grab] <washingsponge> (15:10 - 15:11) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[put] <washingsponge> <sink> (15:11 - 15:12) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[grab] <paper> (15:12 - 15:12) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[put] <paper> <kitchentable> (15:12 - 15:13) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[grab] <clock> (15:13 - 15:14) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[lookat] <clock> (15:14 - 15:15) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[turnright] (15:15 - 15:16) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[grab] <chips> (15:16 - 15:17) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[put] <chips> <kitchentable> (15:17 - 15:18) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[grab] <creamybuns> (15:18 - 15:19) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[put] <creamybuns> <kitchentable> (15:19 - 15:20) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[sit] <kitchentable> (15:20 - 15:20) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[grab] <wineglass> (15:20 - 15:20) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[put] <wineglass> <kitchentable> (15:20 - 15:21) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[grab] <cereal> (15:21 - 15:22) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[put] <cereal> <kitchentable> (15:22 - 15:23) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[drink] <wineglass> (15:23 - 15:24) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[put] <wineglass> <kitchentable> (15:24 - 15:25) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[grab] <tv> (15:25 - 15:26) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[lookat] <tv> (15:26 - 15:29) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[grab] <fridge> (15:29 - 15:30) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[close] <fridge> (15:30 - 15:30) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[grab] <door> (15:30 - 15:31) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[open] <door> (15:31 - 15:32) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[walk] <kitchen> (15:32 - 15:33) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[sit] <kitchen> (15:33 - 16:30) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)
[standup] (16:30 - 16:30) (kitchen) (meal_preparation, kitchen_activity, lunch, meal_preparation, kitchen|cooking)

[walk] <kitchen> (16:30 - 16:30) (kitchen) (wash_dishes, chores, other, clean, kitchen|washing_the_dishes)
[walk] <kitchen> (16:30 - 16:30) (kitchen) (wash_dishes, chores, other, clean, kitchen|washing_the_dishes)
[grab] <dishwashingliquid> (16:30 - 16:30) (kitchen) (wash_dishes, chores, other, clean, kitchen|washing_the_dishes)
[grab] <washingsponge> (16:30 - 16:31) (kitchen) (wash_dishes, chores, other, clean, kitchen|washing_the_dishes)
[put] <washingsponge> <sink> (16:31 - 16:31) (kitchen) (wash_dishes, chores, other, clean, kitchen|washing_the_dishes)
[lookat] <sink> (16:31 - 16:36) (kitchen) (wash_dishes, chores, other, clean, kitchen|washing_the_dishes)
[turnleft] (16:36 - 16:36) (kitchen) (wash_dishes, chores, other, clean, kitchen|washing_the_dishes)
[grab] <plate> (16:36 - 16:37) (kitchen) (wash_dishes, chores, other, clean, kitchen|washing_the_dishes)
[put] <plate> <sink> (16:37 - 16:37) (kitchen) (wash_dishes, chores, other, clean, kitchen|washing_the_dishes)
[grab] <fryingpan> (16:37 - 16:38) (kitchen) (wash_dishes, chores, other, clean, kitchen|washing_the_dishes)
[put] <fryingpan> <sink> (16:38 - 16:38) (kitchen) (wash_dishes, chores, other, clean, kitchen|washing_the_dishes)
[grab] <cutleryfork> (16:38 - 16:39) (kitchen) (wash_dishes, chores, other, clean, kitchen|washing_the_dishes)
[put] <cutleryfork> <sink> (16:39 - 16:39) (kitchen) (wash_dishes, chores, other, clean, kitchen|washing_the_dishes)
[grab] <cutleryknife> (16:39 - 16:40) (kitchen) (wash_dishes, chores, other, clean, kitchen|washing_the_dishes)
[put] <cutleryknife> <sink> (16:40 - 16:40) (kitchen) (wash_dishes, chores, other, clean, kitchen|washing_the_dishes)
[grab] <kitchencounterdrawer> (16:40 - 16:41) (kitchen) (wash_dishes, chores, other, clean, kitchen|washing_the_dishes)
[open] <kitchencounterdrawer> (16:41 - 16:41) (kitchen) (wash_dishes, chores, other, clean, kitchen|washing_the_dishes)
[grab] <clothespile> (16:44 - 16:45) (kitchen) (wash_dishes, chores, other, clean, kitchen|washing_the_dishes)
[put] <clothespile> <garbagecan> (16:45 - 16:46) (kitchen) (wash_dishes, chores, other, clean, kitchen|washing_the_dishes)
[turnright] (16:46 - 16:46) (kitchen) (wash_dishes, chores, other, clean, kitchen|washing_the_dishes)
[grab] <garbagecan> (16:46 - 16:48) (kitchen) (wash_dishes, chores, other, clean, kitchen|washing_the_dishes)
[put] <garbagecan> <kitchencounter> (16:48 - 16:50) (kitchen) (wash_dishes, chores, other, clean, kitchen|washing_the_dishes)
[lookat] <kitchen> (16:50 - 16:52) (kitchen) (wash_dishes, chores, other, clean, kitchen|washing_the_dishes)
[switchoff] <lightswitch> (16:52 - 16:56) (kitchen) (wash_dishes, chores, other, clean, kitchen|washing_the_dishes)

[walk] <livingroom> (16:56 - 16:56) (livingroom) (work, other, other, work, living_room|computing)
[sit] <sofa> (16:56 - 16:56) (livingroom) (work, other, other, work, living_room|computing)
[grab] <cellphone> (16:56 - 16:57) (livingroom) (work, other, other, work, living_room|computing)
[lookat] <computer> (16:57 - 16:58) (livingroom) (work, other, other, work, living_room|computing)
[turnright] (16:58 - 16:58) (livingroom) (work, other, other, work, living_room|computing)
[walk] <desk> (16:58 - 17:00) (livingroom) (work, other, other, work, living_room|computing)
[sit] <chair> (17:00 - 17:00) (livingroom) (work, other, other, work, living_room|computing)
[grab] <folder> (17:00 - 17:01) (livingroom) (work, other, other, work, living_room|computing)
[lookat] <computer> (17:01 - 17:02) (livingroom) (work, other, other, work, living_room|computing)
